directional_proxy,n,symbols,avg_directional_fwd_1d,median_directional_fwd_1d,directional_hit_1d,avg_abs_fwd_1d,p75_abs_fwd_1d,avg_directional_fwd_5d,median_directional_fwd_5d,directional_hit_5d,avg_abs_fwd_5d,p75_abs_fwd_5d,avg_directional_fwd_20d,median_directional_fwd_20d,directional_hit_20d,avg_abs_fwd_20d,p75_abs_fwd_20d
all_unambiguous_directional_price_proxies,961,18,0.0037741576621808048,0.00010703582132143286,0.5,0.0384058934364073,0.05038178061179213,-0.00012545314436515113,-0.002021474556618885,0.4863731656184486,0.08429035334974865,0.09903689812630154,0.016570004756022494,0.002154200691347974,0.5052264808362369,0.1934397950791594,0.21487376509330403
high_sweep_reversal_proxy,173,18,-0.0017570214694610261,0.0008936550491509543,0.5144508670520231,0.03307943285941881,0.04168776371308014,-0.024653324151435223,-0.006519688830634696,0.4418604651162791,0.10081542924400357,0.0955004149742496,-0.06019033960313682,0.0131490222521915,0.5380116959064327,0.20557639575791173,0.23588910546838787
low_sweep_reversal_proxy,128,18,-0.0017868728200479923,-0.00044674767691210704,0.4921875,0.026364362871445713,0.03329543547575092,0.007274058622430025,0.00842443231916623,0.546875,0.06311642069015223,0.08022787192961525,0.015549233349846401,0.0014982640481784326,0.5081967213114754,0.10057999276385658,0.11815588324368329
mixed_directional_price_proxies,21,11,0.0,0.0,0.0,0.04540409051629722,0.06278026905829592,0.0,-0.0,0.0,0.12971423925658132,0.15435640014342056,0.0,-0.0,0.0,0.19908194562027914,0.20272249504609285
negative_gap_proxy,163,16,0.002723972697125888,0.0010893246187363426,0.5063291139240507,0.048613021475942035,0.0722281984750078,-0.03213133139880831,-0.02469212382979402,0.41139240506329117,0.09371053324777553,0.13355270255901883,-0.06760468053111346,0.016670322439131358,0.5304347826086957,0.20934662672171064,0.2414436777318945
negative_return_z_proxy,221,18,0.004486398863882926,0.0009524716639679465,0.5158371040723982,0.030252075532040366,0.03130699088145894,-0.006665742674555615,-0.0024256231573303033,0.47058823529411764,0.06318673037975676,0.07973366625052025,-0.04412900440219972,-0.016213887533176985,0.45,0.15032943111448024,0.15489703398471769
positive_gap_proxy,178,14,0.021409598503223166,0.015109437308609142,0.5674157303370787,0.06362868716832801,0.07684099391230223,0.050428004808521346,0.0335097001763669,0.5988700564971752,0.11951983995982837,0.1517434988179669,0.14721913375577136,0.04507953312822144,0.5657894736842105,0.2705983589662587,0.3012203896725128
positive_return_z_proxy,235,18,-0.001763075352285863,-0.002559908981013881,0.43829787234042555,0.0355497444559167,0.047549746448909525,0.009823925462988659,-0.0020946189960273642,0.48936170212765956,0.08315524913431924,0.08585852026320423,0.11751606381985813,0.003084828203845036,0.5091743119266054,0.2506830953345641,0.25961876269507134
