symbol,bucket,date,is_abnormal,activity_type,return_zscore,volume_zscore,relative_strength_zscore,gap_pct,same_day_return,fwd_1d,fwd_5d,fwd_20d,dd_5d,mfe_5d
LLY,large_healthcare,2025-04-17,True,return_zscore;volume_spike;sector_relative_move;gap,5.712704,5.338219,7.202476,0.144101,0.14295822560892657,-0.02612029144244965,0.05307395590266184,,-0.03923996380780037,0.05431211010048087
LLY,large_healthcare,2025-04-21,False,,,,,,-0.02612029144244965,0.011637857265103468,0.07245544118725711,,-0.004914305273709618,0.08258966773428522
LLY,large_healthcare,2025-04-22,False,,,,,,0.011637857265103468,0.002271793508470843,0.06967639026512318,,-0.0107547671411653,0.07846146409841226
LLY,large_healthcare,2025-04-23,False,,,,,,0.002271793508470843,0.036543608786863135,0.08382966410262593,,-0.0002531889754284755,0.08810964288297862
LLY,large_healthcare,2025-04-24,False,,,,,,0.036543608786863135,0.02885789724680987,,,-0.0100743256603818,0.04974806043757929
LLY,large_healthcare,2025-04-25,False,,,,,,0.02885789724680987,-0.008196350645533257,,,-0.02275747846338194,0.02030422592533987
LLY,large_healthcare,2025-04-28,False,,,,,,-0.008196350645533257,0.009016402785851918,,,-0.003715989011615295,0.028736107786478948
LLY,large_healthcare,2025-04-29,True,false_breakout;liquidity_sweep_high;bull_trap,0.117718,-0.838165,-0.033653,0.000467,0.009016402785851918,0.015533212833257926,,,-0.003479439674649809,0.019543492995933054
LLY,large_healthcare,2025-04-30,False,,,,,,0.015533212833257926,,,,,
PFE,large_healthcare,2024-02-01,True,false_breakdown;liquidity_sweep_low;bear_trap,1.108338,0.541969,0.028559,0.000739,0.0077548005908418816,-0.013191645291315446,0.010260168559912186,-0.025650421399780132,-0.028215463539758123,0.01593990472700635
PFE,large_healthcare,2024-02-02,True,false_breakdown;liquidity_sweep_low;bear_trap,-0.786307,0.360703,-1.439042,-0.004031,-0.013191645291315446,-0.013367991088005904,0.023393984404010304,-0.038618640920906055,-0.01522465651689564,0.02952098031934658
PFE,large_healthcare,2024-02-05,False,,,,,,-0.013367991088005904,0.03500188182160335,0.04102371095220181,-0.018441851712457713,0.0,0.05457282649604811
PFE,large_healthcare,2024-02-06,True,return_zscore;sector_relative_move,3.858656,0.669411,3.415372,0.003387,0.03500188182160335,0.0021818181818180626,-0.01927272727272733,-0.011272727272727212,-0.023272727272727334,0.018909090909090986
PFE,large_healthcare,2024-02-07,False,,,,,,0.0021818181818180626,0.0003628447024675019,-0.01632801161103048,-0.027939042089985433,-0.02539912917271403,0.01669085631349776
PFE,large_healthcare,2024-02-08,False,,,,,,0.0003628447024675019,-0.00036271309394275697,-0.0021762785636560977,-0.012694958287994274,-0.025752629669931082,0.016322089227421177
PFE,large_healthcare,2024-02-09,False,,,,,,-0.00036271309394275697,0.0036284470246734646,0.002177068214804123,0.029390420899854997,-0.02539912917271403,0.01669085631349776
PFE,large_healthcare,2024-02-12,False,,,,,,0.0036284470246734646,-0.024945770065075923,-0.0025307302964570066,0.012653651482285033,-0.028922631959508394,0.017353579175704903
PFE,large_healthcare,2024-02-13,False,,,,,,-0.024945770065075923,0.005190952910641533,0.025954764553207443,0.046347793845012975,-0.0022246941045606095,0.04338153503893216
PFE,large_healthcare,2024-02-14,False,,,,,,0.005190952910641533,0.014754703061600871,0.016230173367761003,0.03762449280708213,0.002766506824050108,0.03799336038362222
PFE,large_healthcare,2024-02-15,False,,,,,,0.014754703061600871,0.003998545983278756,0.00908760450745194,0.015630679752817178,-0.011813885859687456,0.022900763358778553
PFE,large_healthcare,2024-02-16,False,,,,,,0.003998545983278756,-0.0010861694424331159,-0.015930485155684293,0.003620564808110016,-0.019913106444605422,0.018826937002172306
PFE,large_healthcare,2024-02-20,False,,,,,,-0.0010861694424331159,0.002899601304820587,-0.02537151141718008,0.0014498006524101825,-0.02827111272200078,0.017977528089887507
PFE,large_healthcare,2024-02-21,False,,,,,,0.002899601304820587,-0.004336826888326706,-0.02276834116371529,0.0010842067220815377,-0.03108059269967489,0.015034333212865736
