family_key,event_key,symbol,control_date,horizon_days,baseline_close,forward_close,directional_return,absolute_return,path_range,control_role
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLF,2016-01-27,1,21.13,21.09,-0.0018930430667297715,0.0018930430667297715,0.017747278750591566,post_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLF,2016-01-28,1,21.09,21.72,0.02987197724039814,0.02987197724039814,0.027027027027026973,post_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLF,2016-01-29,1,21.72,21.51,-0.00966850828729271,0.00966850828729271,0.012430939226519389,post_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLF,2016-01-08,5,22.07,21.46,-0.0276393294064341,0.0276393294064341,0.06135024920706833,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLF,2016-01-11,5,22.19,21.34,-0.0383055430374043,0.0383055430374043,0.06101847679134753,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLF,2016-01-12,5,22.29,20.96,-0.059668012561686745,0.059668012561686745,0.08770749214894569,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLF,2016-01-13,5,21.68,20.86,-0.037822878228782275,0.037822878228782275,0.07333948339483398,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLF,2016-01-14,5,22.12,21.31,-0.03661844484629306,0.03661844484629306,0.05967450271247743,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLF,2016-01-15,5,21.46,20.77,-0.03215284249767014,0.03215284249767014,0.06150978564771681,pre_event_control
cpi_inflation_release,cpi_inflation_release:2016-01-20T08:30:00-05:00,XLF,2016-01-19,5,21.34,21.15,-0.008903467666354303,0.008903467666354303,0.03936269915651358,pre_event_control
