method,k,inertia_or_bic,silhouette,calinski_harabasz,davies_bouldin,min_cluster_pct,max_cluster_pct,score
gmm,8,199259.64295528253,-0.013766133444999787,2528.207309491741,1.9871591060443103,0.010019646365422397,0.21660117878192534,5.407400173496214
gmm,6,210311.36701953583,-0.004780551375604267,2734.621383353411,2.1637188379208863,0.010019646365422397,0.3349705304518664,5.336249857495855
gmm,10,197047.60298373707,-0.028919570332117256,1869.5750054716411,1.9066532920738506,0.002357563850687623,0.206286836935167,5.064164787577107
gmm,4,220226.24700363164,0.033185309225900156,1140.0163452139168,2.2611441565583794,0.0968565815324165,0.42337917485265225,4.878086446219646
gmm,12,192875.08493188195,-0.02851266848145017,1877.5992490449305,2.467716400859368,0.0018664047151277013,0.1918467583497053,4.5036913386660276
