target_candidate_id,available_time,available_day,underlying_action_plan_ref,base_action_type,base_action_side,residual_type,residual_direction,realized_underlying_return_after_entry,realized_net_underlying_utility,no_trade_opportunity_cost,residual_severity_score,base_reason_codes,nearby_event_families,nearby_event_sources,layer_1_7_basis
tcand_l03_2016_01_cd052eeaa9b73d65,2016-01-05T09:30:00-05:00,2016-01-05,uap_38947fc4e0a83e35,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;buyback_or_capital_return;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_3d630916a24f3be6,2016-01-05T09:30:00-05:00,2016-01-05,uap_6ca16c0bd3076576,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;buyback_or_capital_return;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_cd052eeaa9b73d65,2016-01-05T09:30:00-05:00,2016-01-05,uap_7085b2f402cc8362,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,analyst_rating_or_price_target_change;buyback_or_capital_return;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_786835857ec32bdc,2016-01-05T09:30:00-05:00,2016-01-05,uap_a87804dbe242d6f8,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;15min_projection_dominant,analyst_rating_or_price_target_change;buyback_or_capital_return;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_786835857ec32bdc,2016-01-05T09:30:00-05:00,2016-01-05,uap_b52964f02f7b90e4,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;buyback_or_capital_return;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_3d630916a24f3be6,2016-01-05T09:30:00-05:00,2016-01-05,uap_fde644836ae745f8,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;390min_projection_dominant,analyst_rating_or_price_target_change;buyback_or_capital_return;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_3d630916a24f3be6,2016-01-05T15:30:00-05:00,2016-01-05,uap_8ef5b4ed50051d9b,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;buyback_or_capital_return;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_3d630916a24f3be6,2016-01-05T15:30:00-05:00,2016-01-05,uap_fb2a07b6599a8f03,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,analyst_rating_or_price_target_change;buyback_or_capital_return;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_1d99f6a53d0f351a,2016-01-05T16:00:00-05:00,2016-01-05,uap_497b3caed6294a53,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;390min_projection_dominant,analyst_rating_or_price_target_change;buyback_or_capital_return;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_2016_06_b26cdf8dae727181,2016-01-05T16:00:00-05:00,2016-01-05,uap_819790045bae815a,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;390min_projection_dominant,analyst_rating_or_price_target_change;buyback_or_capital_return;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_1d99f6a53d0f351a,2016-01-05T16:00:00-05:00,2016-01-05,uap_d2b2b22fef8dc19b,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;buyback_or_capital_return;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_786835857ec32bdc,2016-01-06T06:00:00-05:00,2016-01-06,uap_574a5b2f251a1a46,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_786835857ec32bdc,2016-01-06T06:00:00-05:00,2016-01-06,uap_e9dc871e197b7cae,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_cd052eeaa9b73d65,2016-01-06T07:00:00-05:00,2016-01-06,uap_52d105c045eb8286,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_cd052eeaa9b73d65,2016-01-06T07:00:00-05:00,2016-01-06,uap_7d880baccb09a9d7,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_1d99f6a53d0f351a,2016-01-06T08:00:00-05:00,2016-01-06,uap_05cbaeb31d41ddcd,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_2016_06_b26cdf8dae727181,2016-01-06T08:00:00-05:00,2016-01-06,uap_1d86b43a39f15de9,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_e98d9d82a5bfbbd6,2016-01-06T08:00:00-05:00,2016-01-06,uap_2cae9bfb6b38c551,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_8db1415e8a621cf3,2016-01-06T08:00:00-05:00,2016-01-06,uap_3015d6a282e4a958,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_6467f8053150d17a,2016-01-06T08:00:00-05:00,2016-01-06,uap_3cd302ebf4546a65,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_6467f8053150d17a,2016-01-06T08:00:00-05:00,2016-01-06,uap_55fa068b4b54ba47,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_8db1415e8a621cf3,2016-01-06T08:00:00-05:00,2016-01-06,uap_b031367f1cc4e34e,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_1d99f6a53d0f351a,2016-01-06T08:00:00-05:00,2016-01-06,uap_bb28288ee7a72581,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_e98d9d82a5bfbbd6,2016-01-06T08:00:00-05:00,2016-01-06,uap_e5cea3bea057f922,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_786835857ec32bdc,2016-01-06T08:30:00-05:00,2016-01-06,uap_1b3a51e4b1936272,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;390min_projection_dominant,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_5ba68d876735ea4c,2016-01-06T08:30:00-05:00,2016-01-06,uap_9691c41f14c59bb3,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_5ba68d876735ea4c,2016-01-06T08:30:00-05:00,2016-01-06,uap_de05f87da7de850c,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_786835857ec32bdc,2016-01-06T08:30:00-05:00,2016-01-06,uap_fd56b1f79f8c0578,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_3d630916a24f3be6,2016-01-06T09:30:00-05:00,2016-01-06,uap_0b03790f0e376309,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_cd052eeaa9b73d65,2016-01-06T09:30:00-05:00,2016-01-06,uap_428bfa5118a7deb0,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;15min_projection_dominant,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_cd052eeaa9b73d65,2016-01-06T09:30:00-05:00,2016-01-06,uap_58b260e340e13fc2,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_3d630916a24f3be6,2016-01-06T09:30:00-05:00,2016-01-06,uap_6d3098763d396b98,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;390min_projection_dominant,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_f1dadd25a3156e2c,2016-01-06T09:30:00-05:00,2016-01-06,uap_857c01e16528f4c2,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_f1dadd25a3156e2c,2016-01-06T09:30:00-05:00,2016-01-06,uap_ae660e24b4c1c6db,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_cd052eeaa9b73d65,2016-01-06T10:30:00-05:00,2016-01-06,uap_73e1ce16953c4383,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;15min_projection_dominant,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_cd052eeaa9b73d65,2016-01-06T10:30:00-05:00,2016-01-06,uap_ade1a700b34e552d,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_3d630916a24f3be6,2016-01-06T15:30:00-05:00,2016-01-06,uap_040f18977d6d67a5,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;15min_projection_dominant,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_e98d9d82a5bfbbd6,2016-01-06T15:30:00-05:00,2016-01-06,uap_087d86d571eb93fc,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_5ba68d876735ea4c,2016-01-06T15:30:00-05:00,2016-01-06,uap_2ec37c8e2c7c5e3d,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_786835857ec32bdc,2016-01-06T15:30:00-05:00,2016-01-06,uap_5e206b26a7e7c6c2,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_5ba68d876735ea4c,2016-01-06T15:30:00-05:00,2016-01-06,uap_733a68975d8843f8,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;no_new_underlying_operation;15min_projection_dominant,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_01_3d630916a24f3be6,2016-01-06T15:30:00-05:00,2016-01-06,uap_87ef97bc75688262,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,analyst_rating_or_price_target_change;commodity_or_input_cost_shock;credit_liquidity_stress;customer_contract_win_loss;earnings_call_narrative_residual;equity_offering_dilution;fomc_rates_policy;geopolitical_or_fiscal_shock;mna_transaction;option_derivatives_abnormality;price_action_pattern;product_launch_or_failure;sector_demand_shock;supply_chain_disruption,alpaca_news,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
