target_candidate_id,available_time,available_day,underlying_action_plan_ref,base_action_type,base_action_side,residual_type,residual_direction,realized_underlying_return_after_entry,realized_net_underlying_utility,no_trade_opportunity_cost,residual_severity_score,base_reason_codes,nearby_event_families,nearby_event_sources,layer_1_7_basis
tcand_l03_2016_04_30ed288759201903,2016-04-08T09:30:00-04:00,2016-04-08,uap_06fe2a6e5f766c42,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_3db48ce491794480,2016-04-08T09:30:00-04:00,2016-04-08,uap_19551c7f9fed3de9,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_42e25ce7f87306bd,2016-04-08T09:30:00-04:00,2016-04-08,uap_769e76c936ef4f13,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_395bfe89e934836e,2016-04-08T09:30:00-04:00,2016-04-08,uap_8e630f19eb6981ef,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_395bfe89e934836e,2016-04-08T09:30:00-04:00,2016-04-08,uap_931eac4c8fd44ac3,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_30ed288759201903,2016-04-08T09:30:00-04:00,2016-04-08,uap_95ccb793ac240e92,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_42e25ce7f87306bd,2016-04-08T09:30:00-04:00,2016-04-08,uap_c8b910bb940c8acf,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_3db48ce491794480,2016-04-08T09:30:00-04:00,2016-04-08,uap_e9dcc957483d3fad,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-08T09:30:00-04:00,2016-04-08,uap_ea56e7d118f5d429,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-08T09:30:00-04:00,2016-04-08,uap_f1adb1531e94a96c,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-08T10:30:00-04:00,2016-04-08,uap_1d87ae2cd5187626,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-08T10:30:00-04:00,2016-04-08,uap_4ada3e73a722ea07,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-08T15:30:00-04:00,2016-04-08,uap_7490d5844e3e122b,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-08T15:30:00-04:00,2016-04-08,uap_d60903dd73c22da6,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_30ed288759201903,2016-04-08T16:00:00-04:00,2016-04-08,uap_15797540861760a0,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_e3aaa054dd5d5693,2016-04-08T16:00:00-04:00,2016-04-08,uap_7120d1c5bc67d5f8,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_e3aaa054dd5d5693,2016-04-08T16:00:00-04:00,2016-04-08,uap_a053e445c6e94280,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_30ed288759201903,2016-04-08T16:00:00-04:00,2016-04-08,uap_c0a473b8092b1e95,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_ccaacdd8c196edef,2016-04-11T09:30:00-04:00,2016-04-11,uap_0eab2fad15df5e4d,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-11T09:30:00-04:00,2016-04-11,uap_651e1915722e4ca9,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_c196c5c6212e1908,2016-04-11T09:30:00-04:00,2016-04-11,uap_6656276568c72e4b,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_c44d1cdb2e1fa8a4,2016-04-11T09:30:00-04:00,2016-04-11,uap_889b07f33f59fd21,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_ccaacdd8c196edef,2016-04-11T09:30:00-04:00,2016-04-11,uap_b2a9478c33dd81bf,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_c196c5c6212e1908,2016-04-11T09:30:00-04:00,2016-04-11,uap_bf7d861b5052059f,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_c44d1cdb2e1fa8a4,2016-04-11T09:30:00-04:00,2016-04-11,uap_dc1c63e99c371ade,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-11T09:30:00-04:00,2016-04-11,uap_ea04c800989bf72e,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_395bfe89e934836e,2016-04-11T10:00:00-04:00,2016-04-11,uap_20f33331fc85b329,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_30ed288759201903,2016-04-11T10:00:00-04:00,2016-04-11,uap_8442d92824b8ab2a,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_395bfe89e934836e,2016-04-11T10:00:00-04:00,2016-04-11,uap_c07764c6964ad611,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_30ed288759201903,2016-04-11T10:00:00-04:00,2016-04-11,uap_fb8eb9189be55c4d,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_40a1e93166f6166c,2016-04-11T12:30:00-04:00,2016-04-11,uap_300d623b27293287,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_40a1e93166f6166c,2016-04-11T12:30:00-04:00,2016-04-11,uap_910bdc0e5a2c51de,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_e3aaa054dd5d5693,2016-04-11T15:30:00-04:00,2016-04-11,uap_2fef9b989b18a5ed,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;390min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_42e25ce7f87306bd,2016-04-11T15:30:00-04:00,2016-04-11,uap_e6a7ec22dc1c5a2b,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_42e25ce7f87306bd,2016-04-11T15:30:00-04:00,2016-04-11,uap_f300e01188556979,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_e3aaa054dd5d5693,2016-04-11T15:30:00-04:00,2016-04-11,uap_f45d64e5c76804f4,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-11T16:00:00-04:00,2016-04-11,uap_63a5e99d0892da3a,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-11T16:00:00-04:00,2016-04-11,uap_d22d0660f4a2fe21,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_30ed288759201903,2016-04-12T06:00:00-04:00,2016-04-12,uap_7e48228f5b4ea15e,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_30ed288759201903,2016-04-12T06:00:00-04:00,2016-04-12,uap_841f00bb6570dcb6,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-12T07:00:00-04:00,2016-04-12,uap_3928de855fedc720,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-12T07:00:00-04:00,2016-04-12,uap_f66d927775826d38,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_395bfe89e934836e,2016-04-12T08:00:00-04:00,2016-04-12,uap_23d2dd8090bf6059,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_395bfe89e934836e,2016-04-12T08:00:00-04:00,2016-04-12,uap_e5ffb1d66064f3c1,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_42e25ce7f87306bd,2016-04-12T09:30:00-04:00,2016-04-12,uap_22ec2ead2ed2a2a2,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_c196c5c6212e1908,2016-04-12T09:30:00-04:00,2016-04-12,uap_7f9be7ec6119f5c1,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_42e25ce7f87306bd,2016-04-12T09:30:00-04:00,2016-04-12,uap_870157b4f113ec99,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_3db48ce491794480,2016-04-12T09:30:00-04:00,2016-04-12,uap_8ca1fce3bea8a995,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_c196c5c6212e1908,2016-04-12T09:30:00-04:00,2016-04-12,uap_99cdeb697fd79191,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_3db48ce491794480,2016-04-12T09:30:00-04:00,2016-04-12,uap_fca0c7db27ef137d,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_e3aaa054dd5d5693,2016-04-12T10:30:00-04:00,2016-04-12,uap_3de1fba50db12c41,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_e3aaa054dd5d5693,2016-04-12T10:30:00-04:00,2016-04-12,uap_99af0b8e5fd936f8,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-12T10:30:00-04:00,2016-04-12,uap_c75df2ded644f416,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-12T10:30:00-04:00,2016-04-12,uap_e88e8b917b119c0c,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_ccaacdd8c196edef,2016-04-12T15:00:00-04:00,2016-04-12,uap_21eb6cd7b382b2f8,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_30ed288759201903,2016-04-12T15:00:00-04:00,2016-04-12,uap_587e6bbcea2e9520,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-12T15:00:00-04:00,2016-04-12,uap_74710395a9674aa9,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-12T15:00:00-04:00,2016-04-12,uap_929f52f8635b6fb7,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_ccaacdd8c196edef,2016-04-12T15:00:00-04:00,2016-04-12,uap_9e97a186bec74994,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_30ed288759201903,2016-04-12T15:00:00-04:00,2016-04-12,uap_f63f60cfbebbc2ce,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_30ed288759201903,2016-04-12T15:30:00-04:00,2016-04-12,uap_2c637d4c041635cd,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_ccaacdd8c196edef,2016-04-12T15:30:00-04:00,2016-04-12,uap_5c5d58d74b5b8b75,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_c196c5c6212e1908,2016-04-12T15:30:00-04:00,2016-04-12,uap_694a36a8d9ab67a9,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_ccaacdd8c196edef,2016-04-12T15:30:00-04:00,2016-04-12,uap_a7c4d31e8b47978e,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_c196c5c6212e1908,2016-04-12T15:30:00-04:00,2016-04-12,uap_ae86dc9785ee6516,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_30ed288759201903,2016-04-12T15:30:00-04:00,2016-04-12,uap_f7f6c23f6fd51213,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_e3aaa054dd5d5693,2016-04-12T16:00:00-04:00,2016-04-12,uap_8cf39a4cee665b06,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_e3aaa054dd5d5693,2016-04-12T16:00:00-04:00,2016-04-12,uap_f891831f4a3c3f25,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-13T09:00:00-04:00,2016-04-13,uap_bc8bf6270ddb8f03,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-13T09:00:00-04:00,2016-04-13,uap_fed3a2495adb665b,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_30ed288759201903,2016-04-13T09:30:00-04:00,2016-04-13,uap_09cd9cdcd2be69b4,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_c196c5c6212e1908,2016-04-13T09:30:00-04:00,2016-04-13,uap_530c4cbb6d2a1742,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-13T09:30:00-04:00,2016-04-13,uap_74fab184c531ddaf,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_c44d1cdb2e1fa8a4,2016-04-13T09:30:00-04:00,2016-04-13,uap_805941a0a4bfeaed,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;projection_confidence_marginal;position_gap_small;no_new_underlying_operation;390min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_c196c5c6212e1908,2016-04-13T09:30:00-04:00,2016-04-13,uap_a0c2abace4a3b370,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_3db48ce491794480,2016-04-13T09:30:00-04:00,2016-04-13,uap_a3183fb6560348af,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;position_gap_small;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_3db48ce491794480,2016-04-13T09:30:00-04:00,2016-04-13,uap_a6f5855b9cf4b680,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_c44d1cdb2e1fa8a4,2016-04-13T09:30:00-04:00,2016-04-13,uap_c2450cab407eab2d,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_b5e5d9305987e645,2016-04-13T09:30:00-04:00,2016-04-13,uap_d59d369f18e7ff85,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;60min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_30ed288759201903,2016-04-13T09:30:00-04:00,2016-04-13,uap_e0d3bf92b621a6a0,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_ccaacdd8c196edef,2016-04-13T10:30:00-04:00,2016-04-13,uap_0df51bf79dc1d785,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;15min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_3db48ce491794480,2016-04-13T10:30:00-04:00,2016-04-13,uap_3bb69a96267d37fa,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_3db48ce491794480,2016-04-13T10:30:00-04:00,2016-04-13,uap_c5a7ad63b19c52a8,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,alpha_confidence_marginal;no_new_underlying_operation;5min_projection_dominant,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_ccaacdd8c196edef,2016-04-13T10:30:00-04:00,2016-04-13,uap_feaf4d610b65fc8b,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
tcand_l03_2016_04_40a1e93166f6166c,2016-04-13T11:30:00-04:00,2016-04-13,uap_2009713f77673598,no_trade,unknown,base_stack_no_trade_missed_move,upside_missed,0.04,0.038,0.04,0.04,,,,model_07_underlying_action_evaluation_labels_over_layers_1_7_inputs
