control_abs_fwd_10d,control_abs_fwd_14d,control_abs_fwd_1d,control_abs_fwd_5d,control_date,control_directional_fwd_10d,control_directional_fwd_14d,control_directional_fwd_1d,control_directional_fwd_5d,control_fwd_10d,control_fwd_14d,control_fwd_1d,control_fwd_5d,control_mae_10d,control_mae_14d,control_mae_1d,control_mae_5d,control_mfe_10d,control_mfe_14d,control_mfe_1d,control_mfe_5d,control_path_range_10d,control_path_range_14d,control_path_range_1d,control_path_range_5d,control_prior_1d_return,direction_hypothesis,direction_sign,event_count,event_date,event_prior_1d_return,match_score,symbol
0.013843618384911105,0.07423548800585977,0.025196850393700787,0.019923091008972715,2026-04-20,0.013843618384911105,0.07423548800585977,-0.025196850393700787,-0.019923091008972715,0.013843618384911105,0.07423548800585977,-0.025196850393700787,-0.019923091008972715,-0.029225416590368147,-0.029225416590368147,-0.02801684673136795,-0.029225416590368147,0.051895257278886664,0.07950924739058762,-0.0009155832265153041,0.009961545504486358,0.08112067386925484,0.10873466398095585,0.027101263504852716,0.03918696209485438,0.010435554897679777,bullish_activity,1,10,2026-04-24,-0.008667666313133204,0.010499361585575864,AAPL
0.05123797681307818,0.09304026624730288,0.008667666313133204,0.007607065793804546,2026-04-23,0.05123797681307818,0.09304026624730288,-0.008667666313133204,-0.007607065793804546,0.05123797681307818,0.09304026624730288,-0.008667666313133204,-0.007607065793804546,-0.03057455290202249,-0.03057455290202249,-0.013824379182971969,-0.03057455290202249,0.06839044728083965,0.10053761474600442,-0.0013531799729363803,0.009399114947152842,0.09896500018286217,0.131112167648027,0.012471199210035566,0.03997366784917532,0.0009517882637184449,bullish_activity,1,10,2026-04-24,-0.008667666313133204,0.01058642295106126,AAPL
0.08898821617228792,,0.001994754534372478,0.04975804366296055,2026-04-28,0.08898821617228792,,-0.001994754534372478,0.04975804366296055,0.08898821617228792,,-0.001994754534372478,0.04975804366296055,-0.013556942853976461,,-0.013556942853976461,-0.013556942853976461,0.09072439141516764,,0.001219016659894434,0.060987772893502434,0.10428133426914397,,0.014775959513870934,0.07454471574747888,0.011584021523859178,bullish_activity,1,10,2026-04-24,-0.008667666313133204,0.011045561349379463,AAPL
0.013843618384911105,0.07423548800585977,0.025196850393700787,0.019923091008972715,2026-04-20,,,,,0.013843618384911105,0.07423548800585977,-0.025196850393700787,-0.019923091008972715,-0.029225416590368147,-0.029225416590368147,-0.02801684673136795,-0.029225416590368147,0.051895257278886664,0.07950924739058762,-0.0009155832265153041,0.009961545504486358,0.08112067386925484,0.10873466398095585,0.027101263504852716,0.03918696209485438,0.010435554897679777,bullish_activity_or_put_selling,0,6,2026-04-24,-0.008667666313133204,0.010499361585575864,AAPL
0.05123797681307818,0.09304026624730288,0.008667666313133204,0.007607065793804546,2026-04-23,,,,,0.05123797681307818,0.09304026624730288,-0.008667666313133204,-0.007607065793804546,-0.03057455290202249,-0.03057455290202249,-0.013824379182971969,-0.03057455290202249,0.06839044728083965,0.10053761474600442,-0.0013531799729363803,0.009399114947152842,0.09896500018286217,0.131112167648027,0.012471199210035566,0.03997366784917532,0.0009517882637184449,bullish_activity_or_put_selling,0,6,2026-04-24,-0.008667666313133204,0.01058642295106126,AAPL
0.08898821617228792,,0.001994754534372478,0.04975804366296055,2026-04-28,,,,,0.08898821617228792,,-0.001994754534372478,0.04975804366296055,-0.013556942853976461,,-0.013556942853976461,-0.013556942853976461,0.09072439141516764,,0.001219016659894434,0.060987772893502434,0.10428133426914397,,0.014775959513870934,0.07454471574747888,0.011584021523859178,bullish_activity_or_put_selling,0,6,2026-04-24,-0.008667666313133204,0.011045561349379463,AAPL
0.013843618384911105,0.07423548800585977,0.025196850393700787,0.019923091008972715,2026-04-20,,,,,0.013843618384911105,0.07423548800585977,-0.025196850393700787,-0.019923091008972715,-0.029225416590368147,-0.029225416590368147,-0.02801684673136795,-0.029225416590368147,0.051895257278886664,0.07950924739058762,-0.0009155832265153041,0.009961545504486358,0.08112067386925484,0.10873466398095585,0.027101263504852716,0.03918696209485438,0.010435554897679777,mixed_or_conflicting_activity,0,1,2026-04-24,-0.008667666313133204,0.010499361585575864,AAPL
0.05123797681307818,0.09304026624730288,0.008667666313133204,0.007607065793804546,2026-04-23,,,,,0.05123797681307818,0.09304026624730288,-0.008667666313133204,-0.007607065793804546,-0.03057455290202249,-0.03057455290202249,-0.013824379182971969,-0.03057455290202249,0.06839044728083965,0.10053761474600442,-0.0013531799729363803,0.009399114947152842,0.09896500018286217,0.131112167648027,0.012471199210035566,0.03997366784917532,0.0009517882637184449,mixed_or_conflicting_activity,0,1,2026-04-24,-0.008667666313133204,0.01058642295106126,AAPL
0.08898821617228792,,0.001994754534372478,0.04975804366296055,2026-04-28,,,,,0.08898821617228792,,-0.001994754534372478,0.04975804366296055,-0.013556942853976461,,-0.013556942853976461,-0.013556942853976461,0.09072439141516764,,0.001219016659894434,0.060987772893502434,0.10428133426914397,,0.014775959513870934,0.07454471574747888,0.011584021523859178,mixed_or_conflicting_activity,0,1,2026-04-24,-0.008667666313133204,0.011045561349379463,AAPL
,,0.011717925258638795,0.03737068055457815,2026-05-05,,,-0.011717925258638795,-0.03737068055457815,,,0.011717925258638795,0.03737068055457815,,,-0.010943768034344492,-0.010943768034344492,,,0.013547751425152965,0.03902456189738879,,,0.02449151945949743,0.04996832993173337,0.02655059061517906,bearish_activity,-1,11,2026-05-01,0.032393587617468134,0.015274833202191933,AAPL
0.05249478346816994,0.07918146209320209,0.0009517882637184449,0.010982172273675705,2026-04-22,-0.05249478346816994,-0.07918146209320209,-0.0009517882637184449,0.010982172273675705,0.05249478346816994,0.07918146209320209,0.0009517882637184449,-0.010982172273675705,-0.029651865138924594,-0.029651865138924594,-0.005564300618662532,-0.029651865138924594,0.05439835999560705,0.08090200241607781,0.00951788263718556,0.00951788263718556,0.08405022513453153,0.11055386755500234,0.015082183255848022,0.03916974777611007,0.026298981853702497,bearish_activity,-1,11,2026-05-01,0.032393587617468134,0.026614122384469474,AAPL
,,0.02655059061517906,0.057255355272188835,2026-05-04,,,-0.02655059061517906,-0.057255355272188835,,,0.02655059061517906,0.057255355272188835,,,-0.0011884550084889645,-0.0011884550084889645,,,0.02795939746414766,0.0647689918000216,,,0.0291478524726367,0.06595744680851069,-0.011815520811023106,bearish_activity,-1,11,2026-05-01,0.032393587617468134,0.027766654690179707,AAPL
,,0.011717925258638795,0.03737068055457815,2026-05-05,,,0.011717925258638795,0.03737068055457815,,,0.011717925258638795,0.03737068055457815,,,-0.010943768034344492,-0.010943768034344492,,,0.013547751425152965,0.03902456189738879,,,0.02449151945949743,0.04996832993173337,0.02655059061517906,bullish_activity,1,11,2026-05-01,0.032393587617468134,0.015274833202191933,AAPL
0.05249478346816994,0.07918146209320209,0.0009517882637184449,0.010982172273675705,2026-04-22,0.05249478346816994,0.07918146209320209,0.0009517882637184449,-0.010982172273675705,0.05249478346816994,0.07918146209320209,0.0009517882637184449,-0.010982172273675705,-0.029651865138924594,-0.029651865138924594,-0.005564300618662532,-0.029651865138924594,0.05439835999560705,0.08090200241607781,0.00951788263718556,0.00951788263718556,0.08405022513453153,0.11055386755500234,0.015082183255848022,0.03916974777611007,0.026298981853702497,bullish_activity,1,11,2026-05-01,0.032393587617468134,0.026614122384469474,AAPL
,,0.02655059061517906,0.057255355272188835,2026-05-04,,,0.02655059061517906,0.057255355272188835,,,0.02655059061517906,0.057255355272188835,,,-0.0011884550084889645,-0.0011884550084889645,,,0.02795939746414766,0.0647689918000216,,,0.0291478524726367,0.06595744680851069,-0.011815520811023106,bullish_activity,1,11,2026-05-01,0.032393587617468134,0.027766654690179707,AAPL
0.24218948899799986,0.6555373704309875,0.03469721767594125,0.21705764684488082,2026-04-20,-0.24218948899799986,-0.6555373704309875,-0.03469721767594125,-0.21705764684488082,0.24218948899799986,0.6555373704309875,0.03469721767594125,0.21705764684488082,0.0060738316057464825,0.0060738316057464825,0.0060738316057464825,0.0060738316057464825,0.3194762684124388,0.6595380978359704,0.04091653027823239,0.2838334242589562,0.3134024368066922,0.6534642662302238,0.03484269867248585,0.2777595926532097,-0.0123567656884227,bearish_activity,-1,4,2026-04-17,0.00046718895996544774,0.019132951260566133,AMD
0.33776569613205387,0.4590770641600892,0.1391281564209217,0.16100612452101015,2026-04-23,-0.33776569613205387,-0.4590770641600892,-0.1391281564209217,-0.16100612452101015,0.33776569613205387,0.4590770641600892,0.1391281564209217,0.16100612452101015,0.015294926800510922,0.015294926800510922,0.09566698326400958,0.015294926800510922,0.4102774047751614,0.5367471260603283,0.1560934071332658,0.1625454426358366,0.39498247797465047,0.5214521992598172,0.06042642386925618,0.14725051583532564,0.006162261912608047,bearish_activity,-1,4,2026-04-17,0.00046718895996544774,0.026932088016737514,AMD
0.24876094063060217,0.6126753137192871,0.06668072691482996,0.13610320222151917,2026-04-21,-0.24876094063060217,-0.6126753137192871,-0.06668072691482996,-0.13610320222151917,0.24876094063060217,0.6126753137192871,0.06668072691482996,0.13610320222151917,0.005799852367394109,0.005799852367394109,0.005799852367394109,0.005799852367394109,0.27522935779816526,0.6493198354950964,0.06945762592709759,0.24078174979788391,0.269429505430771,0.6435199831277021,0.06365777355970337,0.23498189743048972,0.03469721767594125,bearish_activity,-1,4,2026-04-17,0.00046718895996544774,0.04439753824485913,AMD
0.24218948899799986,0.6555373704309875,0.03469721767594125,0.21705764684488082,2026-04-20,,,,,0.24218948899799986,0.6555373704309875,0.03469721767594125,0.21705764684488082,0.0060738316057464825,0.0060738316057464825,0.0060738316057464825,0.0060738316057464825,0.3194762684124388,0.6595380978359704,0.04091653027823239,0.2838334242589562,0.3134024368066922,0.6534642662302238,0.03484269867248585,0.2777595926532097,-0.0123567656884227,bearish_activity_or_call_selling,0,2,2026-04-17,0.00046718895996544774,0.019132951260566133,AMD
0.33776569613205387,0.4590770641600892,0.1391281564209217,0.16100612452101015,2026-04-23,,,,,0.33776569613205387,0.4590770641600892,0.1391281564209217,0.16100612452101015,0.015294926800510922,0.015294926800510922,0.09566698326400958,0.015294926800510922,0.4102774047751614,0.5367471260603283,0.1560934071332658,0.1625454426358366,0.39498247797465047,0.5214521992598172,0.06042642386925618,0.14725051583532564,0.006162261912608047,bearish_activity_or_call_selling,0,2,2026-04-17,0.00046718895996544774,0.026932088016737514,AMD
0.24876094063060217,0.6126753137192871,0.06668072691482996,0.13610320222151917,2026-04-21,,,,,0.24876094063060217,0.6126753137192871,0.06668072691482996,0.13610320222151917,0.005799852367394109,0.005799852367394109,0.005799852367394109,0.005799852367394109,0.27522935779816526,0.6493198354950964,0.06945762592709759,0.24078174979788391,0.269429505430771,0.6435199831277021,0.06365777355970337,0.23498189743048972,0.03469721767594125,bearish_activity_or_call_selling,0,2,2026-04-17,0.00046718895996544774,0.04439753824485913,AMD
0.24218948899799986,0.6555373704309875,0.03469721767594125,0.21705764684488082,2026-04-20,0.24218948899799986,0.6555373704309875,0.03469721767594125,0.21705764684488082,0.24218948899799986,0.6555373704309875,0.03469721767594125,0.21705764684488082,0.0060738316057464825,0.0060738316057464825,0.0060738316057464825,0.0060738316057464825,0.3194762684124388,0.6595380978359704,0.04091653027823239,0.2838334242589562,0.3134024368066922,0.6534642662302238,0.03484269867248585,0.2777595926532097,-0.0123567656884227,bullish_activity,1,9,2026-04-17,0.00046718895996544774,0.019132951260566133,AMD
0.33776569613205387,0.4590770641600892,0.1391281564209217,0.16100612452101015,2026-04-23,0.33776569613205387,0.4590770641600892,0.1391281564209217,0.16100612452101015,0.33776569613205387,0.4590770641600892,0.1391281564209217,0.16100612452101015,0.015294926800510922,0.015294926800510922,0.09566698326400958,0.015294926800510922,0.4102774047751614,0.5367471260603283,0.1560934071332658,0.1625454426358366,0.39498247797465047,0.5214521992598172,0.06042642386925618,0.14725051583532564,0.006162261912608047,bullish_activity,1,9,2026-04-17,0.00046718895996544774,0.026932088016737514,AMD
