direction_hypothesis,direction_sign,event_abs_fwd_10d,event_abs_fwd_14d,event_abs_fwd_1d,event_abs_fwd_5d,event_base_close,event_count,event_date,event_fwd_10d,event_fwd_14d,event_fwd_1d,event_fwd_5d,event_mae_10d,event_mae_14d,event_mae_1d,event_mae_5d,event_mfe_10d,event_mfe_14d,event_mfe_1d,event_mfe_5d,event_path_range_10d,event_path_range_14d,event_path_range_1d,event_path_range_5d,event_prior_1d_abs_return,event_prior_1d_return,matched_control_count,symbol
mixed_or_conflicting_activity,0,0.007025685648909041,0.012955622159915081,0.02159270359985821,0.006477811079957596,310.29,13,2026-04-17,0.007025685648909041,-0.012955622159915081,0.02159270359985821,-0.006477811079957596,-0.011988784685294518,-0.013374585065583866,0.0002578233265653207,-0.007734699796964284,0.03205066228367004,0.03205066228367004,0.022043894421347687,0.03205066228367004,0.04403944696896458,0.04542524734925401,0.02178607109478227,0.03978536208063433,0.0010969511211487148,0.0010969511211487148,3,JPM
bearish_activity,-1,0.020046710782405497,0.02715064227325792,0.01086674451797065,0.013591540158297777,308.28,4,2026-04-24,-0.020046710782405497,-0.02715064227325792,0.01086674451797065,0.013591540158297777,-0.02523679771636167,-0.04129362916828849,-0.004541326067211582,-0.0055469054106656035,0.026015310756455357,0.026015310756455357,0.013948358635007096,0.025301673803036273,0.051252108472816964,0.06730893992474375,0.018489684702218727,0.030848579213701804,0.010940357406397427,-0.010940357406397427,3,JPM
bearish_activity_or_call_selling,0,0.020046710782405497,0.02715064227325792,0.01086674451797065,0.013591540158297777,308.28,5,2026-04-24,-0.020046710782405497,-0.02715064227325792,0.01086674451797065,0.013591540158297777,-0.02523679771636167,-0.04129362916828849,-0.004541326067211582,-0.0055469054106656035,0.026015310756455357,0.026015310756455357,0.013948358635007096,0.025301673803036273,0.051252108472816964,0.06730893992474375,0.018489684702218727,0.030848579213701804,0.010940357406397427,-0.010940357406397427,3,JPM
bullish_activity,1,0.020046710782405497,0.02715064227325792,0.01086674451797065,0.013591540158297777,308.28,1,2026-04-24,-0.020046710782405497,-0.02715064227325792,0.01086674451797065,0.013591540158297777,-0.02523679771636167,-0.04129362916828849,-0.004541326067211582,-0.0055469054106656035,0.026015310756455357,0.026015310756455357,0.013948358635007096,0.025301673803036273,0.051252108472816964,0.06730893992474375,0.018489684702218727,0.030848579213701804,0.010940357406397427,-0.010940357406397427,3,JPM
mixed_or_conflicting_activity,0,0.020046710782405497,0.02715064227325792,0.01086674451797065,0.013591540158297777,308.28,12,2026-04-24,-0.020046710782405497,-0.02715064227325792,0.01086674451797065,0.013591540158297777,-0.02523679771636167,-0.04129362916828849,-0.004541326067211582,-0.0055469054106656035,0.026015310756455357,0.026015310756455357,0.013948358635007096,0.025301673803036273,0.051252108472816964,0.06730893992474375,0.018489684702218727,0.030848579213701804,0.010940357406397427,-0.010940357406397427,3,JPM
bearish_activity,-1,,,0.015425480846161355,0.03318718596985315,312.47,3,2026-05-01,,,-0.015425480846161355,-0.03318718596985315,,,-0.019073831087784487,-0.03830767753704367,,,-0.005824559157679321,0.01225717668896209,,,0.013249271930105245,0.05056485422600573,0.0024263320882418338,-0.0024263320882418338,3,JPM
bearish_activity_or_call_selling,0,,,0.015425480846161355,0.03318718596985315,312.47,1,2026-05-01,,,-0.015425480846161355,-0.03318718596985315,,,-0.019073831087784487,-0.03830767753704367,,,-0.005824559157679321,0.01225717668896209,,,0.013249271930105245,0.05056485422600573,0.0024263320882418338,-0.0024263320882418338,3,JPM
bullish_activity,1,,,0.015425480846161355,0.03318718596985315,312.47,1,2026-05-01,,,-0.015425480846161355,-0.03318718596985315,,,-0.019073831087784487,-0.03830767753704367,,,-0.005824559157679321,0.01225717668896209,,,0.013249271930105245,0.05056485422600573,0.0024263320882418338,-0.0024263320882418338,3,JPM
mixed_or_conflicting_activity,0,,,0.015425480846161355,0.03318718596985315,312.47,17,2026-05-01,,,-0.015425480846161355,-0.03318718596985315,,,-0.019073831087784487,-0.03830767753704367,,,-0.005824559157679321,0.01225717668896209,,,0.013249271930105245,0.05056485422600573,0.0024263320882418338,-0.0024263320882418338,3,JPM
bearish_activity,-1,0.03915730882495727,0.051702749641327816,0.007691228978566,0.0464602008564986,927.03,4,2026-04-17,0.03915730882495727,0.051702749641327816,-0.007691228978566,-0.0464602008564986,-0.08254317551751289,-0.08254317551751289,-0.015673710667400198,-0.05965179120416808,0.06193974305038674,0.07492206293215964,0.0028154428659266095,0.0032037798129511685,0.1444829185678997,0.15746523844967264,0.018489153533326846,0.0628555710171192,0.02548700759964162,0.02548700759964162,3,LLY
bearish_activity_or_call_selling,0,0.03915730882495727,0.051702749641327816,0.007691228978566,0.0464602008564986,927.03,2,2026-04-17,0.03915730882495727,0.051702749641327816,-0.007691228978566,-0.0464602008564986,-0.08254317551751289,-0.08254317551751289,-0.015673710667400198,-0.05965179120416808,0.06193974305038674,0.07492206293215964,0.0028154428659266095,0.0032037798129511685,0.1444829185678997,0.15746523844967264,0.018489153533326846,0.0628555710171192,0.02548700759964162,0.02548700759964162,3,LLY
mixed_or_conflicting_activity,0,0.03915730882495727,0.051702749641327816,0.007691228978566,0.0464602008564986,927.03,17,2026-04-17,0.03915730882495727,0.051702749641327816,-0.007691228978566,-0.0464602008564986,-0.08254317551751289,-0.08254317551751289,-0.015673710667400198,-0.05965179120416808,0.06193974305038674,0.07492206293215964,0.0028154428659266095,0.0032037798129511685,0.1444829185678997,0.15746523844967264,0.018489153533326846,0.0628555710171192,0.02548700759964162,0.02548700759964162,3,LLY
bearish_activity_or_call_selling,0,0.0729557898547446,0.13885243676184444,0.017749671930856636,0.08978913072989725,883.96,4,2026-04-24,0.0729557898547446,0.13885243676184444,-0.017749671930856636,0.08978913072989725,-0.037841078781845394,-0.037841078781845394,-0.018009864699760292,-0.037841078781845394,0.1272964840038011,0.15708968731616824,0.008193696547355023,0.11368161455269465,0.16513756278564642,0.19493076609801352,0.026203561247115294,0.15152269333454008,0.03671334386748759,-0.03671334386748759,3,LLY
bullish_activity,1,0.0729557898547446,0.13885243676184444,0.017749671930856636,0.08978913072989725,883.96,3,2026-04-24,0.0729557898547446,0.13885243676184444,-0.017749671930856636,0.08978913072989725,-0.037841078781845394,-0.037841078781845394,-0.018009864699760292,-0.037841078781845394,0.1272964840038011,0.15708968731616824,0.008193696547355023,0.11368161455269465,0.16513756278564642,0.19493076609801352,0.026203561247115294,0.15152269333454008,0.03671334386748759,-0.03671334386748759,3,LLY
bullish_activity_or_put_selling,0,0.0729557898547446,0.13885243676184444,0.017749671930856636,0.08978913072989725,883.96,1,2026-04-24,0.0729557898547446,0.13885243676184444,-0.017749671930856636,0.08978913072989725,-0.037841078781845394,-0.037841078781845394,-0.018009864699760292,-0.037841078781845394,0.1272964840038011,0.15708968731616824,0.008193696547355023,0.11368161455269465,0.16513756278564642,0.19493076609801352,0.026203561247115294,0.15152269333454008,0.03671334386748759,-0.03671334386748759,3,LLY
mixed_or_conflicting_activity,0,0.0729557898547446,0.13885243676184444,0.017749671930856636,0.08978913072989725,883.96,15,2026-04-24,0.0729557898547446,0.13885243676184444,-0.017749671930856636,0.08978913072989725,-0.037841078781845394,-0.037841078781845394,-0.018009864699760292,-0.037841078781845394,0.1272964840038011,0.15708968731616824,0.008193696547355023,0.11368161455269465,0.16513756278564642,0.19493076609801352,0.026203561247115294,0.15152269333454008,0.03671334386748759,-0.03671334386748759,3,LLY
bearish_activity,-1,,,0.004775103028038075,0.015446420229827784,963.33,3,2026-05-01,,,0.004775103028038075,-0.015446420229827784,,,-0.0120104221813917,-0.01642220215294865,,,0.011299347056564102,0.03441707410752293,,,0.02330976923795588,0.05083927626047151,0.03074042371067831,0.03074042371067831,3,LLY
bullish_activity,1,,,0.004775103028038075,0.015446420229827784,963.33,3,2026-05-01,,,0.004775103028038075,-0.015446420229827784,,,-0.0120104221813917,-0.01642220215294865,,,0.011299347056564102,0.03441707410752293,,,0.02330976923795588,0.05083927626047151,0.03074042371067831,0.03074042371067831,3,LLY
bullish_activity_or_put_selling,0,,,0.004775103028038075,0.015446420229827784,963.33,1,2026-05-01,,,0.004775103028038075,-0.015446420229827784,,,-0.0120104221813917,-0.01642220215294865,,,0.011299347056564102,0.03441707410752293,,,0.02330976923795588,0.05083927626047151,0.03074042371067831,0.03074042371067831,3,LLY
mixed_or_conflicting_activity,0,,,0.004775103028038075,0.015446420229827784,963.33,16,2026-05-01,,,0.004775103028038075,-0.015446420229827784,,,-0.0120104221813917,-0.01642220215294865,,,0.011299347056564102,0.03441707410752293,,,0.02330976923795588,0.05083927626047151,0.03074042371067831,0.03074042371067831,3,LLY
bearish_activity,-1,0.01974975756285635,0.00477778566191267,0.01116393481397393,0.004328389980841507,422.79,6,2026-04-17,-0.01974975756285635,-0.00477778566191267,-0.01116393481397393,0.004328389980841507,-0.05861065777336272,-0.05861065777336272,-0.01535041036921403,-0.02691619953168245,0.02580477305518092,0.02580477305518092,0.0012772298304122298,0.02580477305518092,0.0844154308285437,0.0844154308285437,0.016627640199626228,0.052720972586863424,0.0060200828058820655,0.0060200828058820655,3,MSFT
bearish_activity_or_call_selling,0,0.01974975756285635,0.00477778566191267,0.01116393481397393,0.004328389980841507,422.79,1,2026-04-17,-0.01974975756285635,-0.00477778566191267,-0.01116393481397393,0.004328389980841507,-0.05861065777336272,-0.05861065777336272,-0.01535041036921403,-0.02691619953168245,0.02580477305518092,0.02580477305518092,0.0012772298304122298,0.02580477305518092,0.0844154308285437,0.0844154308285437,0.016627640199626228,0.052720972586863424,0.0060200828058820655,0.0060200828058820655,3,MSFT
bullish_activity,1,0.01974975756285635,0.00477778566191267,0.01116393481397393,0.004328389980841507,422.79,8,2026-04-17,-0.01974975756285635,-0.00477778566191267,-0.01116393481397393,0.004328389980841507,-0.05861065777336272,-0.05861065777336272,-0.01535041036921403,-0.02691619953168245,0.02580477305518092,0.02580477305518092,0.0012772298304122298,0.02580477305518092,0.0844154308285437,0.0844154308285437,0.016627640199626228,0.052720972586863424,0.0060200828058820655,0.0060200828058820655,3,MSFT
bullish_activity_or_put_selling,0,0.01974975756285635,0.00477778566191267,0.01116393481397393,0.004328389980841507,422.79,3,2026-04-17,-0.01974975756285635,-0.00477778566191267,-0.01116393481397393,0.004328389980841507,-0.05861065777336272,-0.05861065777336272,-0.01535041036921403,-0.02691619953168245,0.02580477305518092,0.02580477305518092,0.0012772298304122298,0.02580477305518092,0.0844154308285437,0.0844154308285437,0.016627640199626228,0.052720972586863424,0.0060200828058820655,0.0060200828058820655,3,MSFT
mixed_or_conflicting_activity,0,0.01974975756285635,0.00477778566191267,0.01116393481397393,0.004328389980841507,422.79,4,2026-04-17,-0.01974975756285635,-0.00477778566191267,-0.01116393481397393,0.004328389980841507,-0.05861065777336272,-0.05861065777336272,-0.01535041036921403,-0.02691619953168245,0.02580477305518092,0.02580477305518092,0.0012772298304122298,0.02580477305518092,0.0844154308285437,0.0844154308285437,0.016627640199626228,0.052720972586863424,0.0060200828058820655,0.0060200828058820655,3,MSFT
bearish_activity_or_call_selling,0,0.02237294522160993,0.0357731618859215,0.0004710093730864173,0.023974377090104082,424.62,1,2026-04-24,-0.02237294522160993,-0.0357731618859215,0.0004710093730864173,-0.023974377090104082,-0.06266779708916215,-0.06266779708916215,-0.01778036832932972,-0.06266779708916215,0.012481748386792946,0.012481748386792946,0.005864066694927228,0.012481748386792946,0.07514954547595502,0.07514954547595502,0.023644435024256956,0.07514954547595502,0.021334936861094445,0.021334936861094445,3,MSFT
bullish_activity,1,0.02237294522160993,0.0357731618859215,0.0004710093730864173,0.023974377090104082,424.62,6,2026-04-24,-0.02237294522160993,-0.0357731618859215,0.0004710093730864173,-0.023974377090104082,-0.06266779708916215,-0.06266779708916215,-0.01778036832932972,-0.06266779708916215,0.012481748386792946,0.012481748386792946,0.005864066694927228,0.012481748386792946,0.07514954547595502,0.07514954547595502,0.023644435024256956,0.07514954547595502,0.021334936861094445,0.021334936861094445,3,MSFT
mixed_or_conflicting_activity,0,0.02237294522160993,0.0357731618859215,0.0004710093730864173,0.023974377090104082,424.62,15,2026-04-24,-0.02237294522160993,-0.0357731618859215,0.0004710093730864173,-0.023974377090104082,-0.06266779708916215,-0.06266779708916215,-0.01778036832932972,-0.06266779708916215,0.012481748386792946,0.012481748386792946,0.005864066694927228,0.012481748386792946,0.07514954547595502,0.07514954547595502,0.023644435024256956,0.07514954547595502,0.021334936861094445,0.021334936861094445,3,MSFT
bearish_activity,-1,,,0.001978573496766667,0.0016407682656114364,414.44,5,2026-05-01,,,-0.001978573496766667,0.0016407682656114364,,,-0.008782936010037656,-0.022512305761992035,,,0.015297751182318242,0.03267059164173358,,,0.024080687192355857,0.05518289740372552,0.016332336063563657,0.016332336063563657,3,MSFT
bearish_activity_or_call_selling,0,,,0.001978573496766667,0.0016407682656114364,414.44,2,2026-05-01,,,-0.001978573496766667,0.0016407682656114364,,,-0.008782936010037656,-0.022512305761992035,,,0.015297751182318242,0.03267059164173358,,,0.024080687192355857,0.05518289740372552,0.016332336063563657,0.016332336063563657,3,MSFT
bullish_activity,1,,,0.001978573496766667,0.0016407682656114364,414.44,8,2026-05-01,,,-0.001978573496766667,0.0016407682656114364,,,-0.008782936010037656,-0.022512305761992035,,,0.015297751182318242,0.03267059164173358,,,0.024080687192355857,0.05518289740372552,0.016332336063563657,0.016332336063563657,3,MSFT
bullish_activity_or_put_selling,0,,,0.001978573496766667,0.0016407682656114364,414.44,1,2026-05-01,,,-0.001978573496766667,0.0016407682656114364,,,-0.008782936010037656,-0.022512305761992035,,,0.015297751182318242,0.03267059164173358,,,0.024080687192355857,0.05518289740372552,0.016332336063563657,0.016332336063563657,3,MSFT
mixed_or_conflicting_activity,0,,,0.001978573496766667,0.0016407682656114364,414.44,6,2026-05-01,,,-0.001978573496766667,0.0016407682656114364,,,-0.008782936010037656,-0.022512305761992035,,,0.015297751182318242,0.03267059164173358,,,0.024080687192355857,0.05518289740372552,0.016332336063563657,0.016332336063563657,3,MSFT
bearish_activity,-1,0.016015470051566894,0.048690995636652135,0.00188417294724319,0.03267552558508524,201.68,10,2026-04-17,-0.016015470051566894,0.048690995636652135,0.00188417294724319,0.03267552558508524,-0.022610075366917948,-0.03441094803649347,-0.019041550971836685,-0.022111265370884703,0.07509420864736205,0.07509420864736205,0.002429591431971412,0.04596390321301058,0.09770428401427997,0.1095051566838555,0.021471142403807982,0.06807516858389527,0.016788505167633083,0.016788505167633083,3,NVDA
bullish_activity,1,0.016015470051566894,0.048690995636652135,0.00188417294724319,0.03267552558508524,201.68,9,2026-04-17,-0.016015470051566894,0.048690995636652135,0.00188417294724319,0.03267552558508524,-0.022610075366917948,-0.03441094803649347,-0.019041550971836685,-0.022111265370884703,0.07509420864736205,0.07509420864736205,0.002429591431971412,0.04596390321301058,0.09770428401427997,0.1095051566838555,0.021471142403807982,0.06807516858389527,0.016788505167633083,0.016788505167633083,3,NVDA
bullish_activity_or_put_selling,0,0.016015470051566894,0.048690995636652135,0.00188417294724319,0.03267552558508524,201.68,1,2026-04-17,-0.016015470051566894,0.048690995636652135,0.00188417294724319,0.03267552558508524,-0.022610075366917948,-0.03441094803649347,-0.019041550971836685,-0.022111265370884703,0.07509420864736205,0.07509420864736205,0.002429591431971412,0.04596390321301058,0.09770428401427997,0.1095051566838555,0.021471142403807982,0.06807516858389527,0.016788505167633083,0.016788505167633083,3,NVDA
mixed_or_conflicting_activity,0,0.016015470051566894,0.048690995636652135,0.00188417294724319,0.03267552558508524,201.68,2,2026-04-17,-0.016015470051566894,0.048690995636652135,0.00188417294724319,0.03267552558508524,-0.022610075366917948,-0.03441094803649347,-0.019041550971836685,-0.022111265370884703,0.07509420864736205,0.07509420864736205,0.002429591431971412,0.04596390321301058,0.09770428401427997,0.1095051566838555,0.021471142403807982,0.06807516858389527,0.016788505167633083,0.016788505167633083,3,NVDA
bearish_activity,-1,0.033274115331060505,0.13189609641330957,0.04004417342872224,0.04715033370144539,208.27,5,2026-04-24,0.033274115331060505,0.13189609641330957,0.04004417342872224,-0.04715033370144539,-0.06496374897968982,-0.06496374897968982,-0.004273299082921289,-0.05353627502760838,0.04575791040476296,0.135737264128295,0.04107648725212454,0.04107648725212454,0.11072165938445287,0.20070101310798474,0.04534978633504582,0.09461276227973296,0.04322781005810472,0.04322781005810472,3,NVDA
bullish_activity,1,0.033274115331060505,0.13189609641330957,0.04004417342872224,0.04715033370144539,208.27,11,2026-04-24,0.033274115331060505,0.13189609641330957,0.04004417342872224,-0.04715033370144539,-0.06496374897968982,-0.06496374897968982,-0.004273299082921289,-0.05353627502760838,0.04575791040476296,0.135737264128295,0.04107648725212454,0.04107648725212454,0.11072165938445287,0.20070101310798474,0.04534978633504582,0.09461276227973296,0.04322781005810472,0.04322781005810472,3,NVDA
bullish_activity_or_put_selling,0,0.033274115331060505,0.13189609641330957,0.04004417342872224,0.04715033370144539,208.27,4,2026-04-24,0.033274115331060505,0.13189609641330957,0.04004417342872224,-0.04715033370144539,-0.06496374897968982,-0.06496374897968982,-0.004273299082921289,-0.05353627502760838,0.04575791040476296,0.135737264128295,0.04107648725212454,0.04107648725212454,0.11072165938445287,0.20070101310798474,0.04534978633504582,0.09461276227973296,0.04322781005810472,0.04322781005810472,3,NVDA
mixed_or_conflicting_activity,0,0.033274115331060505,0.13189609641330957,0.04004417342872224,0.04715033370144539,208.27,2,2026-04-24,0.033274115331060505,0.13189609641330957,0.04004417342872224,-0.04715033370144539,-0.06496374897968982,-0.06496374897968982,-0.004273299082921289,-0.05353627502760838,0.04575791040476296,0.135737264128295,0.04107648725212454,0.04107648725212454,0.11072165938445287,0.20070101310798474,0.04534978633504582,0.09461276227973296,0.04322781005810472,0.04322781005810472,3,NVDA
bearish_activity,-1,,,0.00015117157974309237,0.08440413202317965,198.45,11,2026-05-01,,,0.00015117157974309237,0.08440413202317965,,,-0.01869488536155195,-0.01869488536155195,,,0.01652809271856892,0.0975056689342404,,,0.03522297808012084,0.11620055429579242,0.00561206594177488,-0.00561206594177488,3,NVDA
bullish_activity,1,,,0.00015117157974309237,0.08440413202317965,198.45,11,2026-05-01,,,0.00015117157974309237,0.08440413202317965,,,-0.01869488536155195,-0.01869488536155195,,,0.01652809271856892,0.0975056689342404,,,0.03522297808012084,0.11620055429579242,0.00561206594177488,-0.00561206594177488,3,NVDA
bearish_activity,-1,0.044629898403483304,0.03918722786647311,0.0014513788098693414,0.020319303338171224,27.56,1,2026-04-17,-0.044629898403483304,-0.03918722786647311,-0.0014513788098693414,-0.020319303338171224,-0.04934687953555872,-0.05624092888243826,-0.0018142235123366213,-0.04281567489114657,0.010341074020319363,0.010341074020319363,0.010341074020319363,0.010341074020319363,0.059687953555878075,0.06658200290275752,0.012155297532655925,0.05315674891146589,0.012490815576781777,0.012490815576781777,3,PFE
bearish_activity_or_call_selling,0,0.044629898403483304,0.03918722786647311,0.0014513788098693414,0.020319303338171224,27.56,4,2026-04-17,-0.044629898403483304,-0.03918722786647311,-0.0014513788098693414,-0.020319303338171224,-0.04934687953555872,-0.05624092888243826,-0.0018142235123366213,-0.04281567489114657,0.010341074020319363,0.010341074020319363,0.010341074020319363,0.010341074020319363,0.059687953555878075,0.06658200290275752,0.012155297532655925,0.05315674891146589,0.012490815576781777,0.012490815576781777,3,PFE
bullish_activity,1,0.044629898403483304,0.03918722786647311,0.0014513788098693414,0.020319303338171224,27.56,8,2026-04-17,-0.044629898403483304,-0.03918722786647311,-0.0014513788098693414,-0.020319303338171224,-0.04934687953555872,-0.05624092888243826,-0.0018142235123366213,-0.04281567489114657,0.010341074020319363,0.010341074020319363,0.010341074020319363,0.010341074020319363,0.059687953555878075,0.06658200290275752,0.012155297532655925,0.05315674891146589,0.012490815576781777,0.012490815576781777,3,PFE
mixed_or_conflicting_activity,0,0.044629898403483304,0.03918722786647311,0.0014513788098693414,0.020319303338171224,27.56,1,2026-04-17,-0.044629898403483304,-0.03918722786647311,-0.0014513788098693414,-0.020319303338171224,-0.04934687953555872,-0.05624092888243826,-0.0018142235123366213,-0.04281567489114657,0.010341074020319363,0.010341074020319363,0.010341074020319363,0.010341074020319363,0.059687953555878075,0.06658200290275752,0.012155297532655925,0.05315674891146589,0.012490815576781777,0.012490815576781777,3,PFE
bearish_activity_or_call_selling,0,0.04888888888888887,0.04629629629629628,0.007777777777777772,0.024814814814814845,27.0,2,2026-04-24,-0.04888888888888887,-0.04629629629629628,-0.007777777777777772,-0.024814814814814845,-0.051851851851851816,-0.051851851851851816,-0.007777777777777772,-0.029629629629629672,0.021481481481481435,0.021481481481481435,0.012777777777777777,0.021481481481481435,0.07333333333333322,0.07333333333333322,0.020555555555555546,0.05111111111111107,0.01237345331833506,0.01237345331833506,3,PFE
bullish_activity,1,0.04888888888888887,0.04629629629629628,0.007777777777777772,0.024814814814814845,27.0,3,2026-04-24,-0.04888888888888887,-0.04629629629629628,-0.007777777777777772,-0.024814814814814845,-0.051851851851851816,-0.051851851851851816,-0.007777777777777772,-0.029629629629629672,0.021481481481481435,0.021481481481481435,0.012777777777777777,0.021481481481481435,0.07333333333333322,0.07333333333333322,0.020555555555555546,0.05111111111111107,0.01237345331833506,0.01237345331833506,3,PFE
bullish_activity_or_put_selling,0,0.04888888888888887,0.04629629629629628,0.007777777777777772,0.024814814814814845,27.0,1,2026-04-24,-0.04888888888888887,-0.04629629629629628,-0.007777777777777772,-0.024814814814814845,-0.051851851851851816,-0.051851851851851816,-0.007777777777777772,-0.029629629629629672,0.021481481481481435,0.021481481481481435,0.012777777777777777,0.021481481481481435,0.07333333333333322,0.07333333333333322,0.020555555555555546,0.05111111111111107,0.01237345331833506,0.01237345331833506,3,PFE
mixed_or_conflicting_activity,0,0.04888888888888887,0.04629629629629628,0.007777777777777772,0.024814814814814845,27.0,8,2026-04-24,-0.04888888888888887,-0.04629629629629628,-0.007777777777777772,-0.024814814814814845,-0.051851851851851816,-0.051851851851851816,-0.007777777777777772,-0.029629629629629672,0.021481481481481435,0.021481481481481435,0.012777777777777777,0.021481481481481435,0.07333333333333322,0.07333333333333322,0.020555555555555546,0.05111111111111107,0.01237345331833506,0.01237345331833506,3,PFE
bearish_activity,-1,,,0.0011393847322445083,0.024686669198632716,26.33,5,2026-05-01,,,-0.0011393847322445083,-0.024686669198632716,,,-0.006836308393467494,-0.02772502848461822,,,0.006836308393467716,0.015951386251424227,,,0.01367261678693517,0.04367641473604249,0.013857677902621712,-0.013857677902621712,3,PFE
bearish_activity_or_call_selling,0,,,0.0011393847322445083,0.024686669198632716,26.33,2,2026-05-01,,,-0.0011393847322445083,-0.024686669198632716,,,-0.006836308393467494,-0.02772502848461822,,,0.006836308393467716,0.015951386251424227,,,0.01367261678693517,0.04367641473604249,0.013857677902621712,-0.013857677902621712,3,PFE
bullish_activity,1,,,0.0011393847322445083,0.024686669198632716,26.33,1,2026-05-01,,,-0.0011393847322445083,-0.024686669198632716,,,-0.006836308393467494,-0.02772502848461822,,,0.006836308393467716,0.015951386251424227,,,0.01367261678693517,0.04367641473604249,0.013857677902621712,-0.013857677902621712,3,PFE
bullish_activity_or_put_selling,0,,,0.0011393847322445083,0.024686669198632716,26.33,1,2026-05-01,,,-0.0011393847322445083,-0.024686669198632716,,,-0.006836308393467494,-0.02772502848461822,,,0.006836308393467716,0.015951386251424227,,,0.01367261678693517,0.04367641473604249,0.013857677902621712,-0.013857677902621712,3,PFE
mixed_or_conflicting_activity,0,,,0.0011393847322445083,0.024686669198632716,26.33,11,2026-05-01,,,-0.0011393847322445083,-0.024686669198632716,,,-0.006836308393467494,-0.02772502848461822,,,0.006836308393467716,0.015951386251424227,,,0.01367261678693517,0.04367641473604249,0.013857677902621712,-0.013857677902621712,3,PFE
bearish_activity,-1,0.07063679245283017,0.07334905660377355,0.05495283018867925,0.06037735849056591,84.8,4,2026-04-17,-0.07063679245283017,-0.07334905660377355,0.05495283018867925,-0.06037735849056591,-0.1274764150943396,-0.1274764150943396,-0.002358490566037763,-0.0674528301886792,0.09787735849056611,0.09787735849056611,0.06544811320754707,0.09787735849056611,0.22535377358490566,0.22535377358490566,0.06780660377358491,0.16533018867924523,0.02254913782708301,0.02254913782708301,3,RKLB
bearish_activity_or_call_selling,0,0.07063679245283017,0.07334905660377355,0.05495283018867925,0.06037735849056591,84.8,4,2026-04-17,-0.07063679245283017,-0.07334905660377355,0.05495283018867925,-0.06037735849056591,-0.1274764150943396,-0.1274764150943396,-0.002358490566037763,-0.0674528301886792,0.09787735849056611,0.09787735849056611,0.06544811320754707,0.09787735849056611,0.22535377358490566,0.22535377358490566,0.06780660377358491,0.16533018867924523,0.02254913782708301,0.02254913782708301,3,RKLB
bullish_activity,1,0.07063679245283017,0.07334905660377355,0.05495283018867925,0.06037735849056591,84.8,5,2026-04-17,-0.07063679245283017,-0.07334905660377355,0.05495283018867925,-0.06037735849056591,-0.1274764150943396,-0.1274764150943396,-0.002358490566037763,-0.0674528301886792,0.09787735849056611,0.09787735849056611,0.06544811320754707,0.09787735849056611,0.22535377358490566,0.22535377358490566,0.06780660377358491,0.16533018867924523,0.02254913782708301,0.02254913782708301,3,RKLB
bullish_activity_or_put_selling,0,0.07063679245283017,0.07334905660377355,0.05495283018867925,0.06037735849056591,84.8,3,2026-04-17,-0.07063679245283017,-0.07334905660377355,0.05495283018867925,-0.06037735849056591,-0.1274764150943396,-0.1274764150943396,-0.002358490566037763,-0.0674528301886792,0.09787735849056611,0.09787735849056611,0.06544811320754707,0.09787735849056611,0.22535377358490566,0.22535377358490566,0.06780660377358491,0.16533018867924523,0.02254913782708301,0.02254913782708301,3,RKLB
mixed_or_conflicting_activity,0,0.07063679245283017,0.07334905660377355,0.05495283018867925,0.06037735849056591,84.8,7,2026-04-17,-0.07063679245283017,-0.07334905660377355,0.05495283018867925,-0.06037735849056591,-0.1274764150943396,-0.1274764150943396,-0.002358490566037763,-0.0674528301886792,0.09787735849056611,0.09787735849056611,0.06544811320754707,0.09787735849056611,0.22535377358490566,0.22535377358490566,0.06780660377358491,0.16533018867924523,0.02254913782708301,0.02254913782708301,3,RKLB
bearish_activity,-1,0.3236696787148594,0.6635291164658634,0.03275602409638556,0.010918674698795261,79.68,6,2026-04-24,0.3236696787148594,0.6635291164658634,0.03275602409638556,-0.010918674698795261,-0.07141064257028129,-0.07141064257028129,-0.03296310240963862,-0.07141064257028129,0.3255522088353413,0.671434487951807,0.03514056224899598,0.05158132530120474,0.3969628514056226,0.7428451305220884,0.06810366465863459,0.12299196787148607,0.05815602836879419,-0.05815602836879419,3,RKLB
bearish_activity_or_call_selling,0,0.3236696787148594,0.6635291164658634,0.03275602409638556,0.010918674698795261,79.68,1,2026-04-24,0.3236696787148594,0.6635291164658634,0.03275602409638556,-0.010918674698795261,-0.07141064257028129,-0.07141064257028129,-0.03296310240963862,-0.07141064257028129,0.3255522088353413,0.671434487951807,0.03514056224899598,0.05158132530120474,0.3969628514056226,0.7428451305220884,0.06810366465863459,0.12299196787148607,0.05815602836879419,-0.05815602836879419,3,RKLB
bullish_activity,1,0.3236696787148594,0.6635291164658634,0.03275602409638556,0.010918674698795261,79.68,3,2026-04-24,0.3236696787148594,0.6635291164658634,0.03275602409638556,-0.010918674698795261,-0.07141064257028129,-0.07141064257028129,-0.03296310240963862,-0.07141064257028129,0.3255522088353413,0.671434487951807,0.03514056224899598,0.05158132530120474,0.3969628514056226,0.7428451305220884,0.06810366465863459,0.12299196787148607,0.05815602836879419,-0.05815602836879419,3,RKLB
