direction_hypothesis,direction_sign,event_abs_fwd_10d,event_abs_fwd_14d,event_abs_fwd_1d,event_abs_fwd_5d,event_base_close,event_count,event_date,event_fwd_10d,event_fwd_14d,event_fwd_1d,event_fwd_5d,event_mae_10d,event_mae_14d,event_mae_1d,event_mae_5d,event_mfe_10d,event_mfe_14d,event_mfe_1d,event_mfe_5d,event_path_range_10d,event_path_range_14d,event_path_range_1d,event_path_range_5d,event_prior_1d_abs_return,event_prior_1d_return,matched_control_count,symbol
mixed_or_conflicting_activity,0,0.019383402624048363,0.007720965390637602,0.002321688893688334,0.029264078613465694,185.21,13,2026-04-24,-0.019383402624048363,0.007720965390637602,-0.002321688893688334,0.029264078613465694,-0.030667890502672712,-0.030667890502672712,-0.008314885805302152,-0.008314885805302152,0.04816154635278869,0.04816154635278869,0.01706171373036014,0.04816154635278869,0.07882943685546133,0.07882943685546133,0.025376599535662313,0.05647643215809085,0.01273987206823024,-0.01273987206823024,3,CVX
bearish_activity,-1,,,0.008655510675129818,0.04726433405025432,190.63,5,2026-05-01,,,0.008655510675129818,-0.04726433405025432,,,-0.013943240833027226,-0.05822798090541881,,,0.016156953260242357,0.016156953260242357,,,0.030100194093269684,0.07438493416566126,0.013863742175779903,-0.013863742175779903,3,CVX
bearish_activity_or_call_selling,0,,,0.008655510675129818,0.04726433405025432,190.63,2,2026-05-01,,,0.008655510675129818,-0.04726433405025432,,,-0.013943240833027226,-0.05822798090541881,,,0.016156953260242357,0.016156953260242357,,,0.030100194093269684,0.07438493416566126,0.013863742175779903,-0.013863742175779903,3,CVX
bullish_activity,1,,,0.008655510675129818,0.04726433405025432,190.63,4,2026-05-01,,,0.008655510675129818,-0.04726433405025432,,,-0.013943240833027226,-0.05822798090541881,,,0.016156953260242357,0.016156953260242357,,,0.030100194093269684,0.07438493416566126,0.013863742175779903,-0.013863742175779903,3,CVX
bullish_activity_or_put_selling,0,,,0.008655510675129818,0.04726433405025432,190.63,1,2026-05-01,,,0.008655510675129818,-0.04726433405025432,,,-0.013943240833027226,-0.05822798090541881,,,0.016156953260242357,0.016156953260242357,,,0.030100194093269684,0.07438493416566126,0.013863742175779903,-0.013863742175779903,3,CVX
mixed_or_conflicting_activity,0,,,0.008655510675129818,0.04726433405025432,190.63,10,2026-05-01,,,0.008655510675129818,-0.04726433405025432,,,-0.013943240833027226,-0.05822798090541881,,,0.016156953260242357,0.016156953260242357,,,0.030100194093269684,0.07438493416566126,0.013863742175779903,-0.013863742175779903,3,CVX
bearish_activity,-1,0.007025685648909041,0.012955622159915081,0.02159270359985821,0.006477811079957596,310.29,5,2026-04-17,0.007025685648909041,-0.012955622159915081,0.02159270359985821,-0.006477811079957596,-0.011988784685294518,-0.013374585065583866,0.0002578233265653207,-0.007734699796964284,0.03205066228367004,0.03205066228367004,0.022043894421347687,0.03205066228367004,0.04403944696896458,0.04542524734925401,0.02178607109478227,0.03978536208063433,0.0010969511211487148,0.0010969511211487148,3,JPM
bearish_activity_or_call_selling,0,0.007025685648909041,0.012955622159915081,0.02159270359985821,0.006477811079957596,310.29,1,2026-04-17,0.007025685648909041,-0.012955622159915081,0.02159270359985821,-0.006477811079957596,-0.011988784685294518,-0.013374585065583866,0.0002578233265653207,-0.007734699796964284,0.03205066228367004,0.03205066228367004,0.022043894421347687,0.03205066228367004,0.04403944696896458,0.04542524734925401,0.02178607109478227,0.03978536208063433,0.0010969511211487148,0.0010969511211487148,3,JPM
bullish_activity,1,0.007025685648909041,0.012955622159915081,0.02159270359985821,0.006477811079957596,310.29,3,2026-04-17,0.007025685648909041,-0.012955622159915081,0.02159270359985821,-0.006477811079957596,-0.011988784685294518,-0.013374585065583866,0.0002578233265653207,-0.007734699796964284,0.03205066228367004,0.03205066228367004,0.022043894421347687,0.03205066228367004,0.04403944696896458,0.04542524734925401,0.02178607109478227,0.03978536208063433,0.0010969511211487148,0.0010969511211487148,3,JPM
bullish_activity_or_put_selling,0,0.007025685648909041,0.012955622159915081,0.02159270359985821,0.006477811079957596,310.29,1,2026-04-17,0.007025685648909041,-0.012955622159915081,0.02159270359985821,-0.006477811079957596,-0.011988784685294518,-0.013374585065583866,0.0002578233265653207,-0.007734699796964284,0.03205066228367004,0.03205066228367004,0.022043894421347687,0.03205066228367004,0.04403944696896458,0.04542524734925401,0.02178607109478227,0.03978536208063433,0.0010969511211487148,0.0010969511211487148,3,JPM
