symbol,sector_bucket,cap_bucket,event_id,created_at,expiration,option_right,strike,contract_symbol,activity_hypothesis,activity_direction_class,direction_sign,trade_side_type,trade_price,trade_size,quote_bid,quote_ask,quote_spread,ask_touch_ratio,window_volume,underlying_event_close,underlying_fwd_1d,underlying_mfe_1d,underlying_mae_1d,underlying_fwd_5d,underlying_mfe_5d,underlying_mae_5d,underlying_fwd_10d,underlying_mfe_10d,underlying_mae_10d,option_contract_long_fwd_1d,option_contract_long_fwd_5d,option_contract_long_fwd_10d,option_contract_long_fwd_14d,directional_underlying_fwd_1d,directional_underlying_fwd_5d,directional_underlying_fwd_10d,option_contract_long_hit_1d,option_contract_long_hit_5d,option_contract_long_hit_10d,option_contract_long_hit_14d
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_VM85GR8V,2026-04-24T10:20:49.097000-04:00,2026-05-15,CALL,210,NVDA 2026-05-15 210C,ask_side_call_activity,bullish_activity,1,ask_side,3.95,3,3.85,3.95,0.10000000000000009,1.0,165,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,0.7518463810930576,-0.7592319054652881,0.11521418020679475,2.825701624815362,0.04004417342872224,-0.04715033370144539,0.033274115331060505,1,0,1,1
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_7RBJHGCV,2026-04-24T10:25:53.899000-04:00,2026-05-15,CALL,210,NVDA 2026-05-15 210C,ask_side_call_activity,bullish_activity,1,ask_side,3.95,3,3.9,3.95,0.050000000000000266,1.0,47,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,0.7518463810930576,-0.7592319054652881,0.11521418020679475,2.825701624815362,0.04004417342872224,-0.04715033370144539,0.033274115331060505,1,0,1,1
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_LCUB52UU,2026-04-24T10:31:14.879000-04:00,2026-05-15,CALL,210,NVDA 2026-05-15 210C,ask_side_call_activity,bullish_activity,1,ask_side,3.95,1,3.9,3.95,0.050000000000000266,1.0,528,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,0.7518463810930576,-0.7592319054652881,0.11521418020679475,2.825701624815362,0.04004417342872224,-0.04715033370144539,0.033274115331060505,1,0,1,1
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_BDQ9NQW5,2026-04-24T10:35:13.125000-04:00,2026-05-15,CALL,210,NVDA 2026-05-15 210C,ask_side_call_activity,bullish_activity,1,ask_side,4.3,3,4.25,4.3,0.04999999999999982,1.0,1244,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,0.7518463810930576,-0.7592319054652881,0.11521418020679475,2.825701624815362,0.04004417342872224,-0.04715033370144539,0.033274115331060505,1,0,1,1
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_NCP46N55,2026-04-24T10:40:04.767000-04:00,2026-05-15,CALL,210,NVDA 2026-05-15 210C,ask_side_call_activity,bullish_activity,1,ask_side,5.0,1,4.95,5.0,0.04999999999999982,1.0,1570,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,0.7518463810930576,-0.7592319054652881,0.11521418020679475,2.825701624815362,0.04004417342872224,-0.04715033370144539,0.033274115331060505,1,0,1,1
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_35SMKXZ5,2026-04-24T10:45:09.357000-04:00,2026-05-15,CALL,210,NVDA 2026-05-15 210C,ask_side_call_activity,bullish_activity,1,ask_side,5.85,49,5.8,5.85,0.04999999999999982,1.0,2841,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,0.7518463810930576,-0.7592319054652881,0.11521418020679475,2.825701624815362,0.04004417342872224,-0.04715033370144539,0.033274115331060505,1,0,1,1
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_KHXV4ZMK,2026-04-24T10:50:01.925000-04:00,2026-05-15,CALL,210,NVDA 2026-05-15 210C,ask_side_call_activity,bullish_activity,1,ask_side,6.25,20,6.2,6.25,0.04999999999999982,1.0,917,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,0.7518463810930576,-0.7592319054652881,0.11521418020679475,2.825701624815362,0.04004417342872224,-0.04715033370144539,0.033274115331060505,1,0,1,1
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_GKGL7Y96,2026-04-24T10:55:00.420000-04:00,2026-05-15,CALL,210,NVDA 2026-05-15 210C,ask_side_call_activity,bullish_activity,1,ask_side,6.25,2,6.2,6.25,0.04999999999999982,1.0,1637,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,0.7518463810930576,-0.7592319054652881,0.11521418020679475,2.825701624815362,0.04004417342872224,-0.04715033370144539,0.033274115331060505,1,0,1,1
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_N7UYE7K8,2026-04-24T11:00:00.175000-04:00,2026-05-15,CALL,210,NVDA 2026-05-15 210C,ask_side_call_activity,bullish_activity,1,ask_side,7.25,1,7.2,7.25,0.04999999999999982,1.0,1441,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,0.7518463810930576,-0.7592319054652881,0.11521418020679475,2.825701624815362,0.04004417342872224,-0.04715033370144539,0.033274115331060505,1,0,1,1
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_ZBTKR3L2,2026-04-24T11:05:00.103000-04:00,2026-05-15,CALL,210,NVDA 2026-05-15 210C,ask_side_call_activity,bullish_activity,1,ask_side,7.15,2,7.1,7.15,0.05000000000000071,1.0,1298,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,0.7518463810930576,-0.7592319054652881,0.11521418020679475,2.825701624815362,0.04004417342872224,-0.04715033370144539,0.033274115331060505,1,0,1,1
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_BXV7UDAX,2026-04-24T09:31:10.670000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,ask_side_put_activity,bearish_activity,-1,ask_side,12.3,1,12.2,12.3,0.10000000000000142,1.0,50,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,-0.04004417342872224,0.04715033370144539,-0.033274115331060505,0,1,0,0
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_QUTGAXSV,2026-04-24T09:35:35.584000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,opening_activity_without_side,unknown_direction_activity,0,,10.84,2,10.75,10.95,0.1999999999999993,,6,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,,,,,,,
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_A6MEG5TT,2026-04-24T09:46:00.764000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,ask_side_put_activity,bearish_activity,-1,ask_side,11.35,1,11.3,11.35,0.049999999999998934,1.0,3,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,-0.04004417342872224,0.04715033370144539,-0.033274115331060505,0,1,0,0
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_22SZ4J6Q,2026-04-24T09:51:24.606000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,ask_side_put_activity,bearish_activity,-1,ask_side,11.1,10,11.0,11.1,0.09999999999999964,1.0,59,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,-0.04004417342872224,0.04715033370144539,-0.033274115331060505,0,1,0,0
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_RNLL6P2L,2026-04-24T10:09:47.437000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,opening_activity_without_side,unknown_direction_activity,0,,10.85,1,10.75,10.9,0.15000000000000036,,1,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,,,,,,,
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_NTMXDMKJ,2026-04-24T10:11:18.212000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,ask_side_put_activity,bearish_activity,-1,ask_side,10.85,1,10.75,10.85,0.09999999999999964,1.0,5,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,-0.04004417342872224,0.04715033370144539,-0.033274115331060505,0,1,0,0
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_7JL6TPF6,2026-04-24T10:19:24.176000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,opening_activity_without_side,unknown_direction_activity,0,,10.8,3,10.75,10.85,0.09999999999999964,,4,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,,,,,,,
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_VT5K5JRL,2026-04-24T10:27:21.062000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,opening_activity_without_side,unknown_direction_activity,0,,10.93,20,10.85,10.95,0.09999999999999964,,22,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,,,,,,,
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_5SJVGQXD,2026-04-24T10:32:59.618000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,opening_activity_without_side,unknown_direction_activity,0,,10.75,10,10.75,10.8,0.05000000000000071,,10,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,,,,,,,
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_EX4NGUYD,2026-04-24T10:39:56.984000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,opening_activity_without_side,unknown_direction_activity,0,,9.85,2,9.85,9.95,0.09999999999999964,,6,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,,,,,,,
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_EGVSEYY9,2026-04-24T10:40:49.635000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,ask_side_put_activity,bearish_activity,-1,ask_side,9.75,2,9.7,9.75,0.05000000000000071,1.0,21,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,-0.04004417342872224,0.04715033370144539,-0.033274115331060505,0,1,0,0
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_ZUVBQW54,2026-04-24T10:47:10.546000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,ask_side_put_activity,bearish_activity,-1,ask_side,9.0,1,8.95,9.0,0.05000000000000071,1.0,70,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,-0.04004417342872224,0.04715033370144539,-0.033274115331060505,0,1,0,0
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_G3UW2Y9W,2026-04-24T10:50:26.858000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,opening_activity_without_side,unknown_direction_activity,0,,8.8,1,8.75,8.85,0.09999999999999964,,4,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,,,,,,,
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_Y4TTU88N,2026-04-24T10:57:56.221000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,ask_side_put_activity,bearish_activity,-1,ask_side,8.3,1,8.25,8.3,0.05000000000000071,1.0,21,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,-0.04004417342872224,0.04715033370144539,-0.033274115331060505,0,1,0,0
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_Z3LM77AQ,2026-04-24T11:01:02.973000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,ask_side_put_activity,bearish_activity,-1,ask_side,8.15,10,8.05,8.15,0.09999999999999964,1.0,46,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,-0.04004417342872224,0.04715033370144539,-0.033274115331060505,0,1,0,0
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_9QD6PQAL,2026-04-24T11:07:24.262000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,ask_side_put_activity,bearish_activity,-1,ask_side,8.0,2,7.9,8.0,0.09999999999999964,1.0,40,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,-0.04004417342872224,0.04715033370144539,-0.033274115331060505,0,1,0,0
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_P833F4MS,2026-04-24T11:10:21.703000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,ask_side_put_activity,bearish_activity,-1,ask_side,7.85,1,7.8,7.85,0.04999999999999982,1.0,109,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,-0.04004417342872224,0.04715033370144539,-0.033274115331060505,0,1,0,0
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_NXDPRD2B,2026-04-24T11:16:00.254000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,ask_side_put_activity,bearish_activity,-1,ask_side,7.85,1,7.8,7.85,0.04999999999999982,1.0,63,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,-0.04004417342872224,0.04715033370144539,-0.033274115331060505,0,1,0,0
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_9KD6338R,2026-04-24T11:21:00.060000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,ask_side_put_activity,bearish_activity,-1,ask_side,8.2,1,8.1,8.2,0.09999999999999964,1.0,514,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,-0.04004417342872224,0.04715033370144539,-0.033274115331060505,0,1,0,0
NVDA,mega_technology_semiconductor,mega_cap,opt_evt_K8W92D8V,2026-04-24T11:27:26.608000-04:00,2026-05-15,PUT,210,NVDA 2026-05-15 210P,ask_side_put_activity,bearish_activity,-1,ask_side,8.25,1,8.2,8.25,0.05000000000000071,1.0,50,208.27,0.04004417342872224,0.04107648725212454,-0.004273299082921289,-0.04715033370144539,0.04107648725212454,-0.05353627502760838,0.033274115331060505,0.04575791040476296,-0.06496374897968982,-0.39375000000000004,0.58125,-0.7175,-0.995,-0.04004417342872224,0.04715033370144539,-0.033274115331060505,0,1,0,0
JPM,large_financial_bank,mega_cap,opt_evt_2YYYS86N,2026-04-24T09:30:16.245000-04:00,2026-05-15,CALL,310,JPM 2026-05-15 310C,opening_activity_without_side,unknown_direction_activity,0,,7.9,1,7.5,8.85,1.3499999999999996,,1,308.28,0.01086674451797065,0.013948358635007096,-0.004541326067211582,0.013591540158297777,0.025301673803036273,-0.0055469054106656035,-0.020046710782405497,0.026015310756455357,-0.02523679771636167,0.2615384615384615,0.29384615384615387,-0.7953846153846154,-0.9907692307692307,,,,,,,
JPM,large_financial_bank,mega_cap,opt_evt_WZQ2RQ78,2026-04-24T09:55:49.546000-04:00,2026-05-15,CALL,310,JPM 2026-05-15 310C,opening_activity_without_side,unknown_direction_activity,0,,7.72,1,7.3,8.35,1.0499999999999998,,1,308.28,0.01086674451797065,0.013948358635007096,-0.004541326067211582,0.013591540158297777,0.025301673803036273,-0.0055469054106656035,-0.020046710782405497,0.026015310756455357,-0.02523679771636167,0.2615384615384615,0.29384615384615387,-0.7953846153846154,-0.9907692307692307,,,,,,,
JPM,large_financial_bank,mega_cap,opt_evt_SLDNRGJ2,2026-04-24T10:34:53.101000-04:00,2026-05-15,CALL,310,JPM 2026-05-15 310C,opening_activity_without_side,unknown_direction_activity,0,,7.3,4,7.3,7.7,0.40000000000000036,,4,308.28,0.01086674451797065,0.013948358635007096,-0.004541326067211582,0.013591540158297777,0.025301673803036273,-0.0055469054106656035,-0.020046710782405497,0.026015310756455357,-0.02523679771636167,0.2615384615384615,0.29384615384615387,-0.7953846153846154,-0.9907692307692307,,,,,,,
JPM,large_financial_bank,mega_cap,opt_evt_6ZHZ6GVS,2026-04-24T10:42:24.237000-04:00,2026-05-15,CALL,310,JPM 2026-05-15 310C,opening_activity_without_side,unknown_direction_activity,0,,7.4,4,7.4,7.65,0.25,,4,308.28,0.01086674451797065,0.013948358635007096,-0.004541326067211582,0.013591540158297777,0.025301673803036273,-0.0055469054106656035,-0.020046710782405497,0.026015310756455357,-0.02523679771636167,0.2615384615384615,0.29384615384615387,-0.7953846153846154,-0.9907692307692307,,,,,,,
JPM,large_financial_bank,mega_cap,opt_evt_SSSYW7YQ,2026-04-24T10:45:30.151000-04:00,2026-05-15,CALL,310,JPM 2026-05-15 310C,ask_side_call_activity,bullish_activity,1,ask_side,7.3,4,7.2,7.3,0.09999999999999964,1.0,9,308.28,0.01086674451797065,0.013948358635007096,-0.004541326067211582,0.013591540158297777,0.025301673803036273,-0.0055469054106656035,-0.020046710782405497,0.026015310756455357,-0.02523679771636167,0.2615384615384615,0.29384615384615387,-0.7953846153846154,-0.9907692307692307,0.01086674451797065,0.013591540158297777,-0.020046710782405497,1,1,0,0
JPM,large_financial_bank,mega_cap,opt_evt_E88FVMKC,2026-04-24T10:50:58.622000-04:00,2026-05-15,CALL,310,JPM 2026-05-15 310C,opening_activity_without_side,unknown_direction_activity,0,,7.04,1,7.0,7.3,0.2999999999999998,,1,308.28,0.01086674451797065,0.013948358635007096,-0.004541326067211582,0.013591540158297777,0.025301673803036273,-0.0055469054106656035,-0.020046710782405497,0.026015310756455357,-0.02523679771636167,0.2615384615384615,0.29384615384615387,-0.7953846153846154,-0.9907692307692307,,,,,,,
