activity_hypothesis,n_symbols,symbol_weighted_avg_directional_underlying_fwd_10d,symbol_weighted_avg_directional_underlying_fwd_1d,symbol_weighted_avg_directional_underlying_fwd_5d,symbol_weighted_avg_option_contract_long_fwd_10d,symbol_weighted_avg_option_contract_long_fwd_14d,symbol_weighted_avg_option_contract_long_fwd_1d,symbol_weighted_avg_option_contract_long_fwd_5d,symbol_weighted_directional_underlying_hit_rate_10d,symbol_weighted_directional_underlying_hit_rate_1d,symbol_weighted_directional_underlying_hit_rate_5d,symbol_weighted_option_contract_long_hit_rate_10d,symbol_weighted_option_contract_long_hit_rate_14d,symbol_weighted_option_contract_long_hit_rate_1d,symbol_weighted_option_contract_long_hit_rate_5d,total_events
ask_side_call_activity,5,0.07614155038082056,0.012216426959117533,0.01421981016866738,0.31438883398521994,1.9472541916979895,0.16811589044397088,0.09630511248421456,0.6,0.6,0.6,0.6,0.6,0.6,0.6,38
ask_side_put_activity,5,-0.07614155038082056,-0.012216426959117533,-0.01421981016866738,-0.458942417174027,-0.7158490722367415,-0.15696786269560556,-0.29343682841404556,0.4,0.4,0.4,0.4,0.2,0.2,0.2,31
