abnormality_coverage_complete,ask_touch_ratio,bid_touch_ratio,cap_bucket,contract_symbol,coverage_missing_fields,coverage_status,created_at,direction_confidence_score,direction_confidence_status,direction_hypothesis,direction_sign,directional_underlying_fwd_10d,directional_underlying_fwd_14d,directional_underlying_fwd_1d,directional_underlying_fwd_5d,event_id,expiration,iv_change,open_interest_context,opening_or_closing_context,option_contract_long_fwd_10d,option_contract_long_fwd_14d,option_contract_long_fwd_1d,option_contract_long_fwd_5d,option_right,quote_ask,quote_bid,quote_spread,sector_bucket,skew_direction,strike,sweep_or_block_context,symbol,term_structure_direction,trade_notional,trade_price,trade_side_type,trade_size,underlying_abs_fwd_10d,underlying_abs_fwd_14d,underlying_abs_fwd_1d,underlying_abs_fwd_5d,underlying_confirmation_or_divergence,underlying_event_close,underlying_fwd_10d,underlying_fwd_14d,underlying_fwd_1d,underlying_fwd_5d,underlying_mae_10d,underlying_mae_14d,underlying_mae_1d,underlying_mae_5d,underlying_mfe_10d,underlying_mfe_14d,underlying_mfe_1d,underlying_mfe_5d,underlying_path_range_10d,underlying_path_range_14d,underlying_path_range_1d,underlying_path_range_5d,window_volume
True,1.0,0.0,mega_cap,AAPL 2026-05-15 270C,,complete,2026-04-24T09:36:16.917000-04:00,1.0,evidence_complete,bullish_activity,1,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,opt_evt_ST7QUKCJ,2026-05-15,0.0010999999999999899,"{""coverage_status"":""present"",""open_interest_after"":27955.0,""open_interest_before"":33143.0,""open_interest_change"":-5188.0,""source"":""thetadata_history_open_interest""}","{""classification"":""net_closing_activity"",""coverage_status"":""present"",""first_seen_in_window"":false,""open_interest_change"":-5188.0,""window_volume"":514}",1.8841463414634148,2.439024390243903,-0.23780487804878048,0.4695121951219514,CALL,8.0,7.8,0.20000000000000018,mega_technology_platform,put_skew_richening,270,"{""classification"":""ordinary_print"",""condition"":18,""coverage_status"":""present"",""is_sweep_provider_flag"":null,""min_block_notional"":5000.0,""min_block_trade_size"":75.0,""sweep_condition_codes"":[],""trade_notional"":8.0,""trade_size"":1}",AAPL,front_month_richening,8.0,8.0,ask_side,1,0.0821220394008706,0.10016232568435024,0.01272780934110529,0.03349811849774942,"{""classification"":""underlying_confirming"",""coverage_status"":""present"",""source"":""thetadata_history_greeks_underlying_price"",""underlying_return"":0.0009613962431592624}",271.06,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,0.08743451634324506,0.11016011215229105,-0.009960894266951903,0.05961779679775714,0.1095329447354829,0.13225854054452896,0.01213753412528599,0.08171622518999495,514
True,1.0,0.0,mega_cap,AAPL 2026-05-15 270C,,complete,2026-04-24T09:40:00.997000-04:00,1.0,evidence_complete,bullish_activity,1,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,opt_evt_XW3WF3A2,2026-05-15,0.0,"{""coverage_status"":""present"",""open_interest_after"":27955.0,""open_interest_before"":33143.0,""open_interest_change"":-5188.0,""source"":""thetadata_history_open_interest""}","{""classification"":""net_closing_activity"",""coverage_status"":""present"",""first_seen_in_window"":false,""open_interest_change"":-5188.0,""window_volume"":2599}",1.8841463414634148,2.439024390243903,-0.23780487804878048,0.4695121951219514,CALL,8.15,8.1,0.05000000000000071,mega_technology_platform,put_skew_richening,270,"{""classification"":""block_trade"",""condition"":18,""coverage_status"":""present"",""is_sweep_provider_flag"":null,""min_block_notional"":5000.0,""min_block_trade_size"":75.0,""sweep_condition_codes"":[],""trade_notional"":4075.0,""trade_size"":500}",AAPL,front_month_richening,4075.0,8.15,ask_side,500,0.0821220394008706,0.10016232568435024,0.01272780934110529,0.03349811849774942,"{""classification"":""underlying_neutral"",""coverage_status"":""present"",""source"":""thetadata_history_greeks_underlying_price"",""underlying_return"":0.0}",271.06,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,0.08743451634324506,0.11016011215229105,-0.009960894266951903,0.05961779679775714,0.1095329447354829,0.13225854054452896,0.01213753412528599,0.08171622518999495,2599
True,1.0,0.0,mega_cap,AAPL 2026-05-15 270C,,complete,2026-04-24T09:48:51.284000-04:00,1.0,evidence_complete,bullish_activity,1,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,opt_evt_JMSPXN5R,2026-05-15,0.0011999999999999789,"{""coverage_status"":""present"",""open_interest_after"":27955.0,""open_interest_before"":33143.0,""open_interest_change"":-5188.0,""source"":""thetadata_history_open_interest""}","{""classification"":""net_closing_activity"",""coverage_status"":""present"",""first_seen_in_window"":false,""open_interest_change"":-5188.0,""window_volume"":36}",1.8841463414634148,2.439024390243903,-0.23780487804878048,0.4695121951219514,CALL,8.35,8.2,0.15000000000000036,mega_technology_platform,put_skew_richening,270,"{""classification"":""ordinary_print"",""condition"":18,""coverage_status"":""present"",""is_sweep_provider_flag"":null,""min_block_notional"":5000.0,""min_block_trade_size"":75.0,""sweep_condition_codes"":[],""trade_notional"":25.049999999999997,""trade_size"":3}",AAPL,front_month_richening,25.049999999999997,8.35,ask_side,3,0.0821220394008706,0.10016232568435024,0.01272780934110529,0.03349811849774942,"{""classification"":""underlying_confirming"",""coverage_status"":""present"",""source"":""thetadata_history_greeks_underlying_price"",""underlying_return"":0.0007740793984296492}",271.06,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,0.08743451634324506,0.11016011215229105,-0.009960894266951903,0.05961779679775714,0.1095329447354829,0.13225854054452896,0.01213753412528599,0.08171622518999495,36
True,1.0,0.0,mega_cap,AAPL 2026-05-15 270C,,complete,2026-04-24T09:50:29.314000-04:00,1.0,evidence_complete,bullish_activity,1,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,opt_evt_LRCN4AU4,2026-05-15,0.0,"{""coverage_status"":""present"",""open_interest_after"":27955.0,""open_interest_before"":33143.0,""open_interest_change"":-5188.0,""source"":""thetadata_history_open_interest""}","{""classification"":""net_closing_activity"",""coverage_status"":""present"",""first_seen_in_window"":false,""open_interest_change"":-5188.0,""window_volume"":29}",1.8841463414634148,2.439024390243903,-0.23780487804878048,0.4695121951219514,CALL,8.5,8.35,0.15000000000000036,mega_technology_platform,put_skew_richening,270,"{""classification"":""ordinary_print"",""condition"":18,""coverage_status"":""present"",""is_sweep_provider_flag"":null,""min_block_notional"":5000.0,""min_block_trade_size"":75.0,""sweep_condition_codes"":[],""trade_notional"":85.0,""trade_size"":10}",AAPL,front_month_richening,85.0,8.5,ask_side,10,0.0821220394008706,0.10016232568435024,0.01272780934110529,0.03349811849774942,"{""classification"":""underlying_neutral"",""coverage_status"":""present"",""source"":""thetadata_history_greeks_underlying_price"",""underlying_return"":0.0}",271.06,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,0.08743451634324506,0.11016011215229105,-0.009960894266951903,0.05961779679775714,0.1095329447354829,0.13225854054452896,0.01213753412528599,0.08171622518999495,29
True,1.0,0.0,mega_cap,AAPL 2026-05-15 270C,,complete,2026-04-24T09:56:04.919000-04:00,1.0,evidence_complete,bullish_activity,1,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,opt_evt_DR8UBHEJ,2026-05-15,-0.0015000000000000013,"{""coverage_status"":""present"",""open_interest_after"":27955.0,""open_interest_before"":33143.0,""open_interest_change"":-5188.0,""source"":""thetadata_history_open_interest""}","{""classification"":""net_closing_activity"",""coverage_status"":""present"",""first_seen_in_window"":false,""open_interest_change"":-5188.0,""window_volume"":23}",1.8841463414634148,2.439024390243903,-0.23780487804878048,0.4695121951219514,CALL,8.45,8.4,0.049999999999998934,mega_technology_platform,put_skew_richening,270,"{""classification"":""ordinary_print"",""condition"":18,""coverage_status"":""present"",""is_sweep_provider_flag"":null,""min_block_notional"":5000.0,""min_block_trade_size"":75.0,""sweep_condition_codes"":[],""trade_notional"":8.45,""trade_size"":1}",AAPL,front_month_richening,8.45,8.45,ask_side,1,0.0821220394008706,0.10016232568435024,0.01272780934110529,0.03349811849774942,"{""classification"":""underlying_diverging"",""coverage_status"":""present"",""source"":""thetadata_history_greeks_underlying_price"",""underlying_return"":-0.0005883218120310641}",271.06,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,0.08743451634324506,0.11016011215229105,-0.009960894266951903,0.05961779679775714,0.1095329447354829,0.13225854054452896,0.01213753412528599,0.08171622518999495,23
True,1.0,0.0,mega_cap,AAPL 2026-05-15 270C,,complete,2026-04-24T10:03:54.867000-04:00,1.0,evidence_complete,bullish_activity,1,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,opt_evt_MCQNHK3J,2026-05-15,0.0033999999999999586,"{""coverage_status"":""present"",""open_interest_after"":27955.0,""open_interest_before"":33143.0,""open_interest_change"":-5188.0,""source"":""thetadata_history_open_interest""}","{""classification"":""net_closing_activity"",""coverage_status"":""present"",""first_seen_in_window"":false,""open_interest_change"":-5188.0,""window_volume"":75}",1.8841463414634148,2.439024390243903,-0.23780487804878048,0.4695121951219514,CALL,8.25,8.1,0.15000000000000036,mega_technology_platform,put_skew_richening,270,"{""classification"":""ordinary_print"",""condition"":18,""coverage_status"":""present"",""is_sweep_provider_flag"":null,""min_block_notional"":5000.0,""min_block_trade_size"":75.0,""sweep_condition_codes"":[],""trade_notional"":8.25,""trade_size"":1}",AAPL,front_month_richening,8.25,8.25,ask_side,1,0.0821220394008706,0.10016232568435024,0.01272780934110529,0.03349811849774942,"{""classification"":""underlying_diverging"",""coverage_status"":""present"",""source"":""thetadata_history_greeks_underlying_price"",""underlying_return"":-0.0017667844522968868}",271.06,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,0.08743451634324506,0.11016011215229105,-0.009960894266951903,0.05961779679775714,0.1095329447354829,0.13225854054452896,0.01213753412528599,0.08171622518999495,75
True,1.0,0.0,mega_cap,AAPL 2026-05-15 270C,,complete,2026-04-24T10:08:54.216000-04:00,1.0,evidence_complete,bullish_activity,1,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,opt_evt_GRCK278B,2026-05-15,0.0014000000000000123,"{""coverage_status"":""present"",""open_interest_after"":27955.0,""open_interest_before"":33143.0,""open_interest_change"":-5188.0,""source"":""thetadata_history_open_interest""}","{""classification"":""net_closing_activity"",""coverage_status"":""present"",""first_seen_in_window"":false,""open_interest_change"":-5188.0,""window_volume"":30}",1.8841463414634148,2.439024390243903,-0.23780487804878048,0.4695121951219514,CALL,8.05,7.9,0.15000000000000036,mega_technology_platform,put_skew_richening,270,"{""classification"":""ordinary_print"",""condition"":18,""coverage_status"":""present"",""is_sweep_provider_flag"":null,""min_block_notional"":5000.0,""min_block_trade_size"":75.0,""sweep_condition_codes"":[],""trade_notional"":8.05,""trade_size"":1}",AAPL,front_month_richening,8.05,8.05,ask_side,1,0.0821220394008706,0.10016232568435024,0.01272780934110529,0.03349811849774942,"{""classification"":""underlying_diverging"",""coverage_status"":""present"",""source"":""thetadata_history_greeks_underlying_price"",""underlying_return"":-0.001914298336032918}",271.06,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,0.08743451634324506,0.11016011215229105,-0.009960894266951903,0.05961779679775714,0.1095329447354829,0.13225854054452896,0.01213753412528599,0.08171622518999495,30
True,1.0,0.0,mega_cap,AAPL 2026-05-15 270C,,complete,2026-04-24T10:10:22.692000-04:00,1.0,evidence_complete,bullish_activity,1,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,opt_evt_Y6MDUEKM,2026-05-15,0.0,"{""coverage_status"":""present"",""open_interest_after"":27955.0,""open_interest_before"":33143.0,""open_interest_change"":-5188.0,""source"":""thetadata_history_open_interest""}","{""classification"":""net_closing_activity"",""coverage_status"":""present"",""first_seen_in_window"":false,""open_interest_change"":-5188.0,""window_volume"":21}",1.8841463414634148,2.439024390243903,-0.23780487804878048,0.4695121951219514,CALL,8.05,7.95,0.10000000000000053,mega_technology_platform,put_skew_richening,270,"{""classification"":""ordinary_print"",""condition"":18,""coverage_status"":""present"",""is_sweep_provider_flag"":null,""min_block_notional"":5000.0,""min_block_trade_size"":75.0,""sweep_condition_codes"":[],""trade_notional"":8.05,""trade_size"":1}",AAPL,front_month_richening,8.05,8.05,ask_side,1,0.0821220394008706,0.10016232568435024,0.01272780934110529,0.03349811849774942,"{""classification"":""underlying_neutral"",""coverage_status"":""present"",""source"":""thetadata_history_greeks_underlying_price"",""underlying_return"":0.0}",271.06,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,0.08743451634324506,0.11016011215229105,-0.009960894266951903,0.05961779679775714,0.1095329447354829,0.13225854054452896,0.01213753412528599,0.08171622518999495,21
True,1.0,0.0,mega_cap,AAPL 2026-05-15 270C,,complete,2026-04-24T10:15:28.127000-04:00,1.0,evidence_complete,bullish_activity,1,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,opt_evt_HY9634LG,2026-05-15,0.0,"{""coverage_status"":""present"",""open_interest_after"":27955.0,""open_interest_before"":33143.0,""open_interest_change"":-5188.0,""source"":""thetadata_history_open_interest""}","{""classification"":""net_closing_activity"",""coverage_status"":""present"",""first_seen_in_window"":false,""open_interest_change"":-5188.0,""window_volume"":43}",1.8841463414634148,2.439024390243903,-0.23780487804878048,0.4695121951219514,CALL,8.35,8.25,0.09999999999999964,mega_technology_platform,put_skew_richening,270,"{""classification"":""ordinary_print"",""condition"":18,""coverage_status"":""present"",""is_sweep_provider_flag"":null,""min_block_notional"":5000.0,""min_block_trade_size"":75.0,""sweep_condition_codes"":[],""trade_notional"":125.25,""trade_size"":15}",AAPL,front_month_richening,125.25,8.35,ask_side,15,0.0821220394008706,0.10016232568435024,0.01272780934110529,0.03349811849774942,"{""classification"":""underlying_neutral"",""coverage_status"":""present"",""source"":""thetadata_history_greeks_underlying_price"",""underlying_return"":0.0}",271.06,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,0.08743451634324506,0.11016011215229105,-0.009960894266951903,0.05961779679775714,0.1095329447354829,0.13225854054452896,0.01213753412528599,0.08171622518999495,43
True,1.0,0.0,mega_cap,AAPL 2026-05-15 270C,,complete,2026-04-24T10:21:48.153000-04:00,1.0,evidence_complete,bullish_activity,1,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,opt_evt_TRBLG4DC,2026-05-15,0.0019000000000000128,"{""coverage_status"":""present"",""open_interest_after"":27955.0,""open_interest_before"":33143.0,""open_interest_change"":-5188.0,""source"":""thetadata_history_open_interest""}","{""classification"":""net_closing_activity"",""coverage_status"":""present"",""first_seen_in_window"":false,""open_interest_change"":-5188.0,""window_volume"":70}",1.8841463414634148,2.439024390243903,-0.23780487804878048,0.4695121951219514,CALL,8.7,8.65,0.049999999999998934,mega_technology_platform,put_skew_richening,270,"{""classification"":""ordinary_print"",""condition"":18,""coverage_status"":""present"",""is_sweep_provider_flag"":null,""min_block_notional"":5000.0,""min_block_trade_size"":75.0,""sweep_condition_codes"":[],""trade_notional"":34.8,""trade_size"":4}",AAPL,front_month_richening,34.8,8.7,ask_side,4,0.0821220394008706,0.10016232568435024,0.01272780934110529,0.03349811849774942,"{""classification"":""underlying_neutral"",""coverage_status"":""present"",""source"":""thetadata_history_greeks_underlying_price"",""underlying_return"":0.0}",271.06,0.0821220394008706,0.10016232568435024,-0.01272780934110529,0.03349811849774942,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,-0.022098428392237968,0.08743451634324506,0.11016011215229105,-0.009960894266951903,0.05961779679775714,0.1095329447354829,0.13225854054452896,0.01213753412528599,0.08171622518999495,70
