event_id,calendar_source,event_name,release_time,event_date,timezone,source_url,raw_summary
cal_15dcc249c32b,nasdaq_earnings_calendar,AGNC earnings release (AGNC Investment Corp.),2026-04-20T00:00:00-04:00,2026-04-20,America/New_York,https://api.nasdaq.com/api/calendar/earnings?date=2026-04-20,"{""eps"": ""$0.42"", ""epsForecast"": ""$0.36"", ""fiscalQuarterEnding"": ""Mar/2026"", ""marketCap"": ""$12,110,653,820"", ""name"": ""AGNC Investment Corp."", ""noOfEsts"": ""4"", ""surprise"": ""16.67"", ""symbol"": ""AGNC"", ""time"": ""time-not-supplied""}"
cal_df2c843d0d5d,nasdaq_earnings_calendar,"ALK earnings release (Alaska Air Group, Inc.)",2026-04-20T00:00:00-04:00,2026-04-20,America/New_York,https://api.nasdaq.com/api/calendar/earnings?date=2026-04-20,"{""eps"": ""($1.68)"", ""epsForecast"": ""($1.61)"", ""fiscalQuarterEnding"": ""Mar/2026"", ""marketCap"": ""$4,252,129,800"", ""name"": ""Alaska Air Group, Inc."", ""noOfEsts"": ""7"", ""surprise"": ""-4.35"", ""symbol"": ""ALK"", ""time"": ""time-not-supplied""}"
cal_ce22d781f681,nasdaq_earnings_calendar,BOH earnings release (Bank of Hawaii Corporation),2026-04-20T00:00:00-04:00,2026-04-20,America/New_York,https://api.nasdaq.com/api/calendar/earnings?date=2026-04-20,"{""eps"": ""$1.30"", ""epsForecast"": ""$1.33"", ""fiscalQuarterEnding"": ""Mar/2026"", ""marketCap"": ""$3,047,648,628"", ""name"": ""Bank of Hawaii Corporation"", ""noOfEsts"": ""4"", ""surprise"": ""-2.26"", ""symbol"": ""BOH"", ""time"": ""time-not-supplied""}"
cal_220c769d03d6,nasdaq_earnings_calendar,BOKF earnings release (BOK Financial Corporation),2026-04-20T00:00:00-04:00,2026-04-20,America/New_York,https://api.nasdaq.com/api/calendar/earnings?date=2026-04-20,"{""eps"": ""$2.58"", ""epsForecast"": ""$2.30"", ""fiscalQuarterEnding"": ""Mar/2026"", ""marketCap"": ""$7,735,490,549"", ""name"": ""BOK Financial Corporation"", ""noOfEsts"": ""2"", ""surprise"": ""12.17"", ""symbol"": ""BOKF"", ""time"": ""time-not-supplied""}"
cal_c2e2bdb93556,nasdaq_earnings_calendar,CCBG earnings release (Capital City Bank Group),2026-04-20T00:00:00-04:00,2026-04-20,America/New_York,https://api.nasdaq.com/api/calendar/earnings?date=2026-04-20,"{""eps"": ""$0.92"", ""epsForecast"": ""$0.85"", ""fiscalQuarterEnding"": ""Mar/2026"", ""marketCap"": ""$789,059,011"", ""name"": ""Capital City Bank Group"", ""noOfEsts"": ""1"", ""surprise"": ""8.24"", ""symbol"": ""CCBG"", ""time"": ""time-not-supplied""}"
cal_cdf8c637fa9e,nasdaq_earnings_calendar,CCNE earnings release (CNB Financial Corporation),2026-04-20T00:00:00-04:00,2026-04-20,America/New_York,https://api.nasdaq.com/api/calendar/earnings?date=2026-04-20,"{""eps"": ""$0.88"", ""epsForecast"": ""$0.82"", ""fiscalQuarterEnding"": ""Mar/2026"", ""marketCap"": ""$900,425,705"", ""name"": ""CNB Financial Corporation"", ""noOfEsts"": ""1"", ""surprise"": ""7.32"", ""symbol"": ""CCNE"", ""time"": ""time-not-supplied""}"
cal_4267053d0117,nasdaq_earnings_calendar,"CLBK earnings release (Columbia Financial, Inc.)",2026-04-20T00:00:00-04:00,2026-04-20,America/New_York,https://api.nasdaq.com/api/calendar/earnings?date=2026-04-20,"{""eps"": ""$0.15"", ""epsForecast"": ""$0.16"", ""fiscalQuarterEnding"": ""Mar/2026"", ""marketCap"": ""$2,049,735,139"", ""name"": ""Columbia Financial, Inc."", ""noOfEsts"": ""2"", ""surprise"": ""-6.25"", ""symbol"": ""CLBK"", ""time"": ""time-not-supplied""}"
cal_4d2a49b1e76b,nasdaq_earnings_calendar,CLF earnings release (Cleveland-Cliffs Inc.),2026-04-20T00:00:00-04:00,2026-04-20,America/New_York,https://api.nasdaq.com/api/calendar/earnings?date=2026-04-20,"{""eps"": ""($0.40)"", ""epsForecast"": ""($0.44)"", ""fiscalQuarterEnding"": ""Mar/2026"", ""marketCap"": ""$6,234,632,201"", ""name"": ""Cleveland-Cliffs Inc."", ""noOfEsts"": ""5"", ""surprise"": ""9.09"", ""symbol"": ""CLF"", ""time"": ""time-not-supplied""}"
cal_8ec160c71cdc,nasdaq_earnings_calendar,"COSO earnings release (CoastalSouth Bancshares, Inc.)",2026-04-20T00:00:00-04:00,2026-04-20,America/New_York,https://api.nasdaq.com/api/calendar/earnings?date=2026-04-20,"{""eps"": ""$0.51"", ""epsForecast"": ""$0.56"", ""fiscalQuarterEnding"": ""Mar/2026"", ""marketCap"": ""$306,183,909"", ""name"": ""CoastalSouth Bancshares, Inc."", ""noOfEsts"": ""1"", ""surprise"": ""-8.93"", ""symbol"": ""COSO"", ""time"": ""time-not-supplied""}"
cal_3d831db48fed,nasdaq_earnings_calendar,DIT earnings release (AMCON Distributing Company),2026-04-20T00:00:00-04:00,2026-04-20,America/New_York,https://api.nasdaq.com/api/calendar/earnings?date=2026-04-20,"{""eps"": ""($2.34)"", ""epsForecast"": """", ""fiscalQuarterEnding"": ""Mar/2026"", ""marketCap"": ""$78,082,240"", ""name"": ""AMCON Distributing Company"", ""noOfEsts"": ""N/A"", ""surprise"": ""N/A"", ""symbol"": ""DIT"", ""time"": ""time-not-supplied""}"
