avg_control_count,avg_delta_abs_fwd_10d,avg_delta_abs_fwd_14d,avg_delta_abs_fwd_1d,avg_delta_abs_fwd_5d,avg_delta_directional_fwd_10d,avg_delta_directional_fwd_14d,avg_delta_directional_fwd_1d,avg_delta_directional_fwd_5d,avg_delta_mae_10d,avg_delta_mae_14d,avg_delta_mae_1d,avg_delta_mae_5d,avg_delta_mfe_10d,avg_delta_mfe_14d,avg_delta_mfe_1d,avg_delta_mfe_5d,avg_delta_path_range_10d,avg_delta_path_range_14d,avg_delta_path_range_1d,avg_delta_path_range_5d,control_avg_abs_fwd_10d,control_avg_abs_fwd_14d,control_avg_abs_fwd_1d,control_avg_abs_fwd_5d,control_avg_directional_fwd_10d,control_avg_directional_fwd_14d,control_avg_directional_fwd_1d,control_avg_directional_fwd_5d,control_avg_mae_10d,control_avg_mae_14d,control_avg_mae_1d,control_avg_mae_5d,control_avg_mfe_10d,control_avg_mfe_14d,control_avg_mfe_1d,control_avg_mfe_5d,control_avg_path_range_10d,control_avg_path_range_14d,control_avg_path_range_1d,control_avg_path_range_5d,event_avg_abs_fwd_10d,event_avg_abs_fwd_14d,event_avg_abs_fwd_1d,event_avg_abs_fwd_5d,event_avg_directional_fwd_10d,event_avg_directional_fwd_14d,event_avg_directional_fwd_1d,event_avg_directional_fwd_5d,event_avg_mae_10d,event_avg_mae_14d,event_avg_mae_1d,event_avg_mae_5d,event_avg_mfe_10d,event_avg_mfe_14d,event_avg_mfe_1d,event_avg_mfe_5d,event_avg_path_range_10d,event_avg_path_range_14d,event_avg_path_range_1d,event_avg_path_range_5d,n_events,n_symbols,positive_delta_rate_abs_fwd_10d,positive_delta_rate_abs_fwd_14d,positive_delta_rate_abs_fwd_1d,positive_delta_rate_abs_fwd_5d,positive_delta_rate_directional_fwd_10d,positive_delta_rate_directional_fwd_14d,positive_delta_rate_directional_fwd_1d,positive_delta_rate_directional_fwd_5d,positive_delta_rate_mae_10d,positive_delta_rate_mae_14d,positive_delta_rate_mae_1d,positive_delta_rate_mae_5d,positive_delta_rate_mfe_10d,positive_delta_rate_mfe_14d,positive_delta_rate_mfe_1d,positive_delta_rate_mfe_5d,positive_delta_rate_path_range_10d,positive_delta_rate_path_range_14d,positive_delta_rate_path_range_1d,positive_delta_rate_path_range_5d,sample
3.0,0.009617240130508478,0.014319756338379933,-0.0013179163929324886,0.0169867191198308,0.004713458550892374,-0.021384595160427153,-0.0011167259562604819,-0.016930887875746207,-0.011014367454645192,-0.01558618942901295,0.0002929025741659327,-0.020595499332748273,0.01071773234898001,-0.003282569376133798,0.005349523226919509,0.007003394009173717,0.021732099803625202,0.01230362005287916,0.0050566206527535755,0.027598893341921987,0.06038220063989131,0.07510029285574517,0.0217853199884996,0.02868401251201413,-0.018880563187402333,-0.011230975009629796,-0.0018145913684125736,0.0012939990095331261,-0.06760322196304751,-0.07990385385666825,-0.01965555612756783,-0.03995954784803285,0.05398874460859763,0.07006702292017757,0.012108440228673113,0.0399075245297234,0.12159196657164513,0.1499708767768458,0.03176399635624094,0.07986707237775625,0.06999944077039978,0.0894200491941251,0.020467403595567108,0.04567073163184493,-0.01416710463650996,-0.03261557017005695,-0.002931317324673055,-0.01563688886621308,-0.07861758941769269,-0.09549004328568118,-0.019362653553401898,-0.06055504718078112,0.06470647695757764,0.06678445354404378,0.017457963455592623,0.04691091853889712,0.14332406637527031,0.16227449682972497,0.03682061700899452,0.10746596571967824,12,12,0.4166666666666667,0.5,0.4166666666666667,0.5833333333333334,0.5,0.5,0.5,0.16666666666666666,0.4166666666666667,0.5,0.5,0.16666666666666666,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,earnings_guidance_scheduled_shell_event_alone
