avg_complete_option_event_count,avg_event_abs_fwd_10d,avg_event_abs_fwd_14d,avg_event_abs_fwd_1d,avg_event_abs_fwd_5d,avg_event_directional_fwd_10d,avg_event_directional_fwd_14d,avg_event_directional_fwd_1d,avg_event_directional_fwd_5d,avg_event_mae_10d,avg_event_mae_14d,avg_event_mae_1d,avg_event_mae_5d,avg_event_mfe_10d,avg_event_mfe_14d,avg_event_mfe_1d,avg_event_mfe_5d,avg_event_path_range_10d,avg_event_path_range_14d,avg_event_path_range_1d,avg_event_path_range_5d,min_complete_option_event_count,n_symbol_dates,n_symbols,positive_rate_event_abs_fwd_10d,positive_rate_event_abs_fwd_14d,positive_rate_event_abs_fwd_1d,positive_rate_event_abs_fwd_5d,positive_rate_event_directional_fwd_10d,positive_rate_event_directional_fwd_14d,positive_rate_event_directional_fwd_1d,positive_rate_event_directional_fwd_5d,positive_rate_event_mae_10d,positive_rate_event_mae_14d,positive_rate_event_mae_1d,positive_rate_event_mae_5d,positive_rate_event_mfe_10d,positive_rate_event_mfe_14d,positive_rate_event_mfe_1d,positive_rate_event_mfe_5d,positive_rate_event_path_range_10d,positive_rate_event_path_range_14d,positive_rate_event_path_range_1d,positive_rate_event_path_range_5d,shell_status
22.5,,,0.007404678414487997,0.05040794443920249,,,0.007404678414487997,-0.05040794443920249,,,-0.01756081845252022,-0.058017100109010566,,,0.013708591196405995,0.01639271558265798,,,0.03126940964892621,0.0744098156916686,22,2,2,,,1.0,1.0,,,1.0,0.0,,,0.0,0.0,,,1.0,1.0,,,1.0,1.0,earnings_shell
21.794117647058822,0.07548221189014918,0.10720601798496006,0.015938556912800394,0.05619875884136705,0.04311405575125632,0.0811737540530968,0.001892341436562688,0.029789239417181177,-0.05366374393717958,-0.056389120204362396,-0.015736205933202078,-0.03721224710509313,0.08645387399672126,0.12600578244658509,0.017252814877206674,0.06468677659209641,0.1401176179339008,0.18239490265094746,0.032989020810408734,0.10189902369718953,14,34,12,1.0,1.0,1.0,1.0,0.5416666666666666,0.625,0.47058823529411764,0.5882352941176471,0.0,0.0,0.08823529411764706,0.0,1.0,1.0,0.9411764705882353,1.0,1.0,1.0,1.0,1.0,non_earnings_window
