avg_abs_underlying_fwd_10d,avg_abs_underlying_fwd_14d,avg_abs_underlying_fwd_1d,avg_abs_underlying_fwd_5d,avg_directional_underlying_fwd_10d,avg_directional_underlying_fwd_14d,avg_directional_underlying_fwd_1d,avg_directional_underlying_fwd_5d,avg_option_contract_long_fwd_10d,avg_option_contract_long_fwd_14d,avg_option_contract_long_fwd_1d,avg_option_contract_long_fwd_5d,avg_underlying_path_range_10d,avg_underlying_path_range_14d,avg_underlying_path_range_1d,avg_underlying_path_range_5d,direction_hypothesis,directional_underlying_hit_rate_10d,directional_underlying_hit_rate_14d,directional_underlying_hit_rate_1d,directional_underlying_hit_rate_5d,n_dates,n_events,n_symbols,option_contract_long_hit_rate_10d,option_contract_long_hit_rate_14d,option_contract_long_hit_rate_1d,option_contract_long_hit_rate_5d,sample,symbol
0.04663528229761038,0.06338764934688701,0.03296683378553226,0.04061618074491481,0.04106888093604457,0.014371280522739305,-0.02412809781058965,0.011006470194027831,-0.07601016316807674,-0.29029379475798056,-0.16718369057378654,-0.14614903441863095,0.16344013664470985,0.19041515791917552,0.05195408239864997,0.11558979745405486,bearish_activity,0.6,0.6,0.2857142857142857,0.7142857142857143,3,7,1,0.6,0.6,0.2857142857142857,0.7142857142857143,complete_evidence_by_symbol_direction,COIN
0.029000935366208996,0.06244667676168595,0.024947255034838824,0.04085723372341267,,,,,-0.5133462308658318,-0.36015341275498086,0.059574218511353215,-0.32546863135845927,0.16034672122249946,0.20530509001327554,0.050051002331092116,0.12180612354020912,bearish_activity_or_call_selling,,,,,3,7,1,0.0,0.0,0.42857142857142855,0.14285714285714285,complete_evidence_by_symbol_direction,COIN
0.04946937376872846,0.06353887708379433,0.02695582736749355,0.0376889234614774,-0.0444993725530447,-0.01977426206223387,0.017288459894900077,-0.024734675095464342,-0.5887602368103336,-0.5332232679244185,0.13008182466143972,-0.29299997454434373,0.16393729269470797,0.18802213311833801,0.05372100020338073,0.10921356336657069,bullish_activity,0.35714285714285715,0.35714285714285715,0.6875,0.125,3,16,1,0.0,0.0,0.6875,0.125,complete_evidence_by_symbol_direction,COIN
0.07308680269471246,0.0647991082246886,0.04155305721341477,0.04069295736912905,,,,,0.21718991250643338,0.14770972722593934,-0.27345799736947446,-0.2670906699522242,0.16808025977802551,0.16808025977802551,0.05364756445289451,0.11012326419301159,bullish_activity_or_put_selling,,,,,2,9,1,1.0,1.0,0.0,0.5555555555555556,complete_evidence_by_symbol_direction,COIN
0.02112845905754766,0.062026599714721194,0.03871184289516415,0.04585709670182418,,,,,-0.346784646262946,-0.6021502501095345,0.08669135624149132,-0.0801606170294354,0.15896573219472693,0.21195238112671302,0.04775501004353213,0.13035914257078485,mixed_or_conflicting_activity,,,,,3,27,1,0.21428571428571427,0.21428571428571427,0.6296296296296297,0.7407407407407407,complete_evidence_by_symbol_direction,COIN
0.03052041279199702,0.00797249927029268,0.005312454739090985,0.025992762643080813,-0.01759814437596478,0.0028251890098676125,-0.0008700528860017423,0.007767475964243701,-0.4838894622176357,-0.4672743951381723,-0.07589098017374593,0.2856351117445028,0.06899619197970236,0.07917790475394734,0.024200769918319688,0.055159720032921584,bearish_activity,0.3333333333333333,0.6666666666666666,0.6428571428571429,0.35714285714285715,3,14,1,0.0,0.0,0.42857142857142855,0.35714285714285715,complete_evidence_by_symbol_direction,CVX
0.026542909160586787,0.007882665741844439,0.004295961118921425,0.025719707556678087,,,,,-0.2794371461551146,-0.630343538723685,0.005840188240658967,-0.04323130817031186,0.07250806514961627,0.07905345193305949,0.024199643468973197,0.054457405949205284,bearish_activity_or_call_selling,,,,,3,9,1,0.42857142857142855,0.0,0.6666666666666666,0.4444444444444444,complete_evidence_by_symbol_direction,CVX
0.029406711775202155,0.007947345882327173,0.005703477070352865,0.02971976432040889,0.013899989675963464,-0.001770573569817091,0.0019903101964291953,-0.012292977057594948,-0.09386687187379761,-0.6311535205848404,0.013860702247638405,-0.32255342049606806,0.06997951646727826,0.07914305796409875,0.025249331148441502,0.05843707306199871,bullish_activity,0.6,0.4,0.4444444444444444,0.5555555555555556,3,9,1,0.6,0.0,0.6666666666666666,0.2222222222222222,complete_evidence_by_symbol_direction,CVX
0.03052041279199702,0.00797249927029268,0.0047552787497511795,0.02244750074188523,,,,,-0.4838894622176357,-0.4672743951381723,-0.05561766616978178,0.12130680732331917,0.06899619197970236,0.07917790475394736,0.023217532555828025,0.051955517677464966,bullish_activity_or_put_selling,,,,,3,4,1,0.0,0.0,0.5,0.25,complete_evidence_by_symbol_direction,CVX
0.025747408434304737,0.00786469903615479,0.004803636260967509,0.02922976528041551,,,,,-0.2629035602684673,-0.6605749619126996,-0.05275922190288526,-0.024911965074088046,0.07321043978359906,0.07902856136888191,0.025176486492704108,0.05760921862116854,mixed_or_conflicting_activity,,,,,3,31,1,0.23809523809523808,0.0,0.45161290322580644,0.3548387096774194,complete_evidence_by_symbol_direction,CVX
