avg_abs_underlying_fwd_10d,avg_abs_underlying_fwd_14d,avg_abs_underlying_fwd_1d,avg_abs_underlying_fwd_5d,avg_directional_underlying_fwd_10d,avg_directional_underlying_fwd_14d,avg_directional_underlying_fwd_1d,avg_directional_underlying_fwd_5d,avg_option_contract_long_fwd_10d,avg_option_contract_long_fwd_14d,avg_option_contract_long_fwd_1d,avg_option_contract_long_fwd_5d,avg_underlying_path_range_10d,avg_underlying_path_range_14d,avg_underlying_path_range_1d,avg_underlying_path_range_5d,direction_hypothesis,directional_underlying_hit_rate_10d,directional_underlying_hit_rate_14d,directional_underlying_hit_rate_1d,directional_underlying_hit_rate_5d,event_date,n_dates,n_events,n_symbols,option_contract_long_hit_rate_10d,option_contract_long_hit_rate_14d,option_contract_long_hit_rate_1d,option_contract_long_hit_rate_5d,sample,symbol
,,0.011815520811023106,0.04704790461911901,,,-0.011815520811023106,0.04704790461911901,,,-0.3773584905660377,1.6226415094339623,,,0.020596487470550463,0.07103555365174556,bullish_activity,,,0.0,1.0,2026-05-01,1,11,1,,,0.0,1.0,complete_evidence_by_symbol_date_direction,AAPL
0.2950896224720716,0.46722224217823927,0.0123567656884227,0.2493624052588097,-0.2950896224720716,-0.46722224217823927,0.0123567656884227,-0.2493624052588097,-0.9289176090468497,-0.9935379644588045,0.04738826063543344,-0.8222940226171244,0.3261252200150868,0.5697043715650707,0.056072416394267084,0.2909228061352779,bearish_activity,0.0,0.0,1.0,0.0,2026-04-17,1,4,1,0.0,0.0,1.0,0.0,complete_evidence_by_symbol_date_direction,AMD
0.2950896224720716,0.46722224217823927,0.0123567656884227,0.2493624052588097,,,,,3.6589595375722537,6.445086705202312,-0.11560693641618491,3.1387283236994215,0.3261252200150868,0.5697043715650707,0.056072416394267084,0.2909228061352779,bearish_activity_or_call_selling,,,,,2026-04-17,1,2,1,1.0,1.0,0.0,1.0,complete_evidence_by_symbol_date_direction,AMD
0.2950896224720716,0.4672222421782393,0.0123567656884227,0.2493624052588097,0.2950896224720716,0.4672222421782393,-0.0123567656884227,0.2493624052588097,3.6589595375722532,6.445086705202312,-0.11560693641618491,3.1387283236994215,0.3261252200150868,0.5697043715650707,0.05607241639426709,0.2909228061352779,bullish_activity,1.0,1.0,0.0,1.0,2026-04-17,1,9,1,1.0,1.0,0.0,1.0,complete_evidence_by_symbol_date_direction,AMD
0.2950896224720716,0.46722224217823927,0.0123567656884227,0.2493624052588097,,,,,-0.9289176090468497,-0.9935379644588045,0.04738826063543344,-0.8222940226171244,0.3261252200150868,0.5697043715650707,0.056072416394267084,0.2909228061352779,bullish_activity_or_put_selling,,,,,2026-04-17,1,4,1,0.0,0.0,1.0,0.0,complete_evidence_by_symbol_date_direction,AMD
0.2950896224720716,0.46722224217823927,0.0123567656884227,0.2493624052588097,,,,,-0.9289176090468497,-0.9935379644588046,0.04738826063543344,-0.8222940226171244,0.3261252200150868,0.5697043715650707,0.056072416394267084,0.2909228061352779,mixed_or_conflicting_activity,,,,,2026-04-17,1,3,1,0.0,0.0,1.0,0.0,complete_evidence_by_symbol_date_direction,AMD
0.30873177884477165,0.2929472988125701,0.03789425260918322,0.03660044277047825,-0.30873177884477165,-0.2929472988125701,0.03789425260918322,-0.03660044277047825,-0.9789898989898991,-0.9987878787878788,0.23232323232323226,-0.3656565656565657,0.420603202898134,0.45776429659871753,0.05865271268796175,0.15177826974497577,bearish_activity,0.0,0.0,1.0,0.0,2026-04-24,1,5,1,0.0,0.0,1.0,0.0,complete_evidence_by_symbol_date_direction,AMD
0.30873177884477165,0.2929472988125701,0.03789425260918322,0.03660044277047825,,,,,3.558798283261803,3.340343347639485,-0.32188841201716734,0.14377682403433467,0.4206032028981341,0.4577642965987176,0.05865271268796175,0.15177826974497577,bearish_activity_or_call_selling,,,,,2026-04-24,1,1,1,1.0,1.0,0.0,1.0,complete_evidence_by_symbol_date_direction,AMD
0.30873177884477165,0.2929472988125701,0.03789425260918322,0.03660044277047825,0.30873177884477165,0.2929472988125701,-0.03789425260918322,0.03660044277047825,3.558798283261803,3.340343347639485,-0.32188841201716734,0.14377682403433467,0.4206032028981341,0.4577642965987176,0.05865271268796176,0.15177826974497577,bullish_activity,1.0,1.0,0.0,1.0,2026-04-24,1,9,1,1.0,1.0,0.0,1.0,complete_evidence_by_symbol_date_direction,AMD
0.30873177884477165,0.2929472988125701,0.03789425260918322,0.03660044277047825,,,,,-0.9789898989898991,-0.9987878787878788,0.23232323232323226,-0.3656565656565657,0.420603202898134,0.45776429659871753,0.05865271268796175,0.15177826974497577,bullish_activity_or_put_selling,,,,,2026-04-24,1,5,1,0.0,0.0,1.0,0.0,complete_evidence_by_symbol_date_direction,AMD
0.30873177884477165,0.2929472988125701,0.03789425260918322,0.03660044277047825,,,,,1.289904192135952,1.170777734425803,-0.044782589846967535,-0.1109398708111155,0.4206032028981341,0.4577642965987176,0.05865271268796175,0.15177826974497577,mixed_or_conflicting_activity,,,,,2026-04-24,1,2,1,0.5,0.5,0.5,0.5,complete_evidence_by_symbol_date_direction,AMD
,,0.05269872968325284,0.2625228823431518,,,0.05269872968325284,-0.2625228823431518,,,0.38834951456310685,-0.9674757281553398,,,0.06420924169301612,0.32614966439230053,bearish_activity,,,1.0,0.0,2026-05-01,1,4,1,,,1.0,0.0,complete_evidence_by_symbol_date_direction,AMD
,,0.05269872968325284,0.2625228823431518,,,,,,,-0.47162790697674417,3.5018604651162795,,,0.06420924169301612,0.32614966439230053,bearish_activity_or_call_selling,,,,,2026-05-01,1,4,1,,,0.0,1.0,complete_evidence_by_symbol_date_direction,AMD
,,0.05269872968325284,0.2625228823431518,,,-0.05269872968325284,0.2625228823431518,,,-0.47162790697674417,3.5018604651162795,,,0.06420924169301612,0.3261496643923006,bullish_activity,,,0.0,1.0,2026-05-01,1,7,1,,,0.0,1.0,complete_evidence_by_symbol_date_direction,AMD
,,0.05269872968325284,0.2625228823431518,,,,,,,0.38834951456310685,-0.9674757281553397,,,0.06420924169301612,0.32614966439230053,bullish_activity_or_put_selling,,,,,2026-05-01,1,5,1,,,1.0,0.0,complete_evidence_by_symbol_date_direction,AMD
,,0.05269872968325284,0.2625228823431518,,,,,,,0.38834951456310685,-0.9674757281553398,,,0.06420924169301612,0.32614966439230053,mixed_or_conflicting_activity,,,,,2026-05-01,1,3,1,,,1.0,0.0,complete_evidence_by_symbol_date_direction,AMD
0.07308680269471246,0.0647991082246886,0.025687006252120392,0.03179372849319051,0.07308680269471246,0.0647991082246886,-0.025687006252120392,0.03179372849319051,0.21718991250643338,0.14770972722593934,-0.14822439526505404,0.07050952135872368,0.16808025977802551,0.16808025977802551,0.05951630882566763,0.08912906508990459,bearish_activity,1.0,1.0,0.0,1.0,2026-04-17,1,3,1,1.0,1.0,0.0,1.0,complete_evidence_by_symbol_date_direction,COIN
0.07308680269471246,0.0647991082246886,0.025687006252120392,0.03179372849319051,,,,,-0.675776397515528,-0.7329192546583851,0.17391304347826075,-0.3024844720496894,0.16808025977802551,0.16808025977802551,0.05951630882566762,0.08912906508990459,bearish_activity_or_call_selling,,,,,2026-04-17,1,2,1,0.0,0.0,1.0,0.0,complete_evidence_by_symbol_date_direction,COIN
0.07308680269471246,0.0647991082246886,0.025687006252120392,0.03179372849319051,-0.07308680269471246,-0.0647991082246886,0.025687006252120392,-0.03179372849319051,-0.675776397515528,-0.7329192546583851,0.17391304347826075,-0.3024844720496894,0.16808025977802551,0.16808025977802551,0.05951630882566762,0.08912906508990459,bullish_activity,0.0,0.0,1.0,0.0,2026-04-17,1,9,1,0.0,0.0,1.0,0.0,complete_evidence_by_symbol_date_direction,COIN
0.07308680269471246,0.0647991082246886,0.025687006252120392,0.03179372849319051,,,,,0.21718991250643338,0.14770972722593934,-0.14822439526505404,0.07050952135872368,0.16808025977802551,0.16808025977802551,0.05951630882566762,0.08912906508990459,bullish_activity_or_put_selling,,,,,2026-04-17,1,5,1,1.0,1.0,0.0,1.0,complete_evidence_by_symbol_date_direction,COIN
0.07308680269471246,0.0647991082246886,0.025687006252120392,0.03179372849319051,,,,,0.21718991250643338,0.14770972722593934,-0.14822439526505404,0.07050952135872368,0.16808025977802551,0.16808025977802551,0.05951630882566763,0.08912906508990459,mixed_or_conflicting_activity,,,,,2026-04-17,1,3,1,1.0,1.0,0.0,1.0,complete_evidence_by_symbol_date_direction,COIN
0.0069580017019572615,0.06127046103018463,0.015467787956149559,0.042649046403363866,-0.0069580017019572615,-0.06127046103018463,0.015467787956149559,0.042649046403363866,-0.5158102766798419,-0.9472990777338604,0.06719367588932812,0.07180500658761524,0.1564799519447364,0.22391750513090053,0.046253191169845366,0.13450468038243982,bearish_activity,0.0,0.0,1.0,1.0,2026-04-24,1,2,1,0.0,0.0,1.0,1.0,complete_evidence_by_symbol_date_direction,COIN
0.0069580017019572615,0.06127046103018463,0.015467787956149559,0.042649046403363866,,,,,-0.4321311475409836,-0.17377049180327875,-0.12590163934426224,-0.460327868852459,0.1564799519447364,0.22391750513090053,0.046253191169845366,0.13450468038243982,bearish_activity_or_call_selling,,,,,2026-04-24,1,4,1,0.0,0.0,0.0,0.0,complete_evidence_by_symbol_date_direction,COIN
0.0069580017019572615,0.06127046103018463,0.015467787956149559,0.042649046403363866,0.0069580017019572615,0.06127046103018463,-0.015467787956149559,-0.042649046403363866,-0.4321311475409836,-0.17377049180327875,-0.12590163934426224,-0.46032786885245897,0.1564799519447364,0.22391750513090053,0.046253191169845366,0.13450468038243982,bullish_activity,1.0,1.0,0.0,0.0,2026-04-24,1,5,1,0.0,0.0,0.0,0.0,complete_evidence_by_symbol_date_direction,COIN
0.0069580017019572615,0.06127046103018463,0.015467787956149559,0.042649046403363866,,,,,-0.5005958895636858,-0.8066575166555728,0.032085436755948056,-0.02494642531058008,0.1564799519447364,0.22391750513090053,0.046253191169845366,0.13450468038243982,mixed_or_conflicting_activity,,,,,2026-04-24,1,11,1,0.0,0.0,0.8181818181818182,0.8181818181818182,complete_evidence_by_symbol_date_direction,COIN
,,0.061385620915032746,0.05181699346405222,,,-0.061385620915032746,-0.05181699346405222,,,-0.43000000000000005,-0.6890909090909091,,,0.04631163398692812,0.13636601307189533,bearish_activity,,,0.0,0.0,2026-05-01,1,2,1,,,0.0,0.0,complete_evidence_by_symbol_date_direction,COIN
,,0.061385620915032746,0.05181699346405222,,,,,,,0.5728,0.16799999999999993,,,0.04631163398692812,0.13636601307189533,bearish_activity_or_call_selling,,,,,2026-05-01,1,1,1,,,1.0,1.0,complete_evidence_by_symbol_date_direction,COIN
,,0.061385620915032746,0.05181699346405222,,,0.061385620915032746,0.05181699346405222,,,0.5728,0.16799999999999993,,,0.04631163398692812,0.13636601307189533,bullish_activity,,,1.0,1.0,2026-05-01,1,2,1,,,1.0,1.0,complete_evidence_by_symbol_date_direction,COIN
,,0.061385620915032746,0.05181699346405222,,,,,,,-0.43000000000000005,-0.6890909090909091,,,0.04631163398692812,0.13636601307189533,bullish_activity_or_put_selling,,,,,2026-05-01,1,4,1,,,0.0,0.0,complete_evidence_by_symbol_date_direction,COIN
,,0.061385620915032746,0.05181699346405222,,,,,,,0.18710769230769225,-0.1616503496503497,,,0.04631163398692812,0.13636601307189533,mixed_or_conflicting_activity,,,,,2026-05-01,1,13,1,,,0.6153846153846154,0.6153846153846154,complete_evidence_by_symbol_date_direction,COIN
0.03608891787597135,0.00809826621012022,0.004021957715093283,0.006630795151910451,-0.03608891787597135,0.00809826621012022,0.004021957715093283,-0.006630795151910451,-0.6732026143790849,-0.2614379084967321,0.06209150326797386,-0.06862745098039214,0.06407956954182288,0.07935213870319036,0.01869666829719005,0.03848035219305388,bearish_activity,0.0,1.0,1.0,0.0,2026-04-17,1,6,1,0.0,0.0,1.0,0.0,complete_evidence_by_symbol_date_direction,CVX
0.03608891787597135,0.00809826621012022,0.004021957715093283,0.006630795151910451,,,,,0.33913043478260874,-0.6330434782608696,-0.13043478260869568,-0.017391304347825987,0.06407956954182288,0.07935213870319036,0.01869666829719005,0.03848035219305388,bearish_activity_or_call_selling,,,,,2026-04-17,1,3,1,1.0,0.0,0.0,0.0,complete_evidence_by_symbol_date_direction,CVX
0.03608891787597135,0.00809826621012022,0.004021957715093283,0.006630795151910451,0.03608891787597135,-0.00809826621012022,-0.004021957715093283,0.006630795151910451,0.33913043478260874,-0.6330434782608696,-0.13043478260869568,-0.017391304347825987,0.06407956954182288,0.07935213870319036,0.01869666829719005,0.03848035219305388,bullish_activity,1.0,0.0,0.0,1.0,2026-04-17,1,3,1,1.0,0.0,0.0,0.0,complete_evidence_by_symbol_date_direction,CVX
0.03608891787597135,0.00809826621012022,0.004021957715093283,0.006630795151910451,,,,,-0.673202614379085,-0.2614379084967321,0.06209150326797386,-0.06862745098039214,0.06407956954182288,0.07935213870319036,0.01869666829719005,0.03848035219305388,bullish_activity_or_put_selling,,,,,2026-04-17,1,2,1,0.0,0.0,1.0,0.0,complete_evidence_by_symbol_date_direction,CVX
0.03608891787597135,0.00809826621012022,0.004021957715093283,0.006630795151910451,,,,,-0.04049445865302642,-0.493691389599318,-0.0582374254049446,-0.03660485933503829,0.06407956954182288,0.07935213870319036,0.01869666829719005,0.03848035219305388,mixed_or_conflicting_activity,,,,,2026-04-17,1,8,1,0.625,0.0,0.375,0.0,complete_evidence_by_symbol_date_direction,CVX
0.019383402624048363,0.007720965390637602,0.002321688893688334,0.029264078613465694,0.019383402624048363,-0.007720965390637602,0.002321688893688334,-0.029264078613465694,-0.10526315789473695,-0.8789473684210526,-0.149122807017544,-0.6491228070175439,0.07882943685546133,0.07882943685546133,0.02537659953566231,0.05647643215809086,bearish_activity,1.0,0.0,1.0,0.0,2026-04-24,1,3,1,0.0,0.0,0.0,0.0,complete_evidence_by_symbol_date_direction,CVX
0.019383402624048363,0.007720965390637602,0.002321688893688334,0.029264078613465694,,,,,-0.7433628318584071,-0.6283185840707965,0.06194690265486713,0.36283185840707954,0.07882943685546133,0.07882943685546133,0.025376599535662313,0.05647643215809085,bearish_activity_or_call_selling,,,,,2026-04-24,1,4,1,0.0,0.0,1.0,1.0,complete_evidence_by_symbol_date_direction,CVX
0.019383402624048363,0.007720965390637602,0.002321688893688334,0.029264078613465694,-0.019383402624048363,0.007720965390637602,-0.002321688893688334,0.029264078613465694,-0.7433628318584071,-0.6283185840707965,0.06194690265486713,0.36283185840707954,0.07882943685546133,0.07882943685546133,0.025376599535662313,0.05647643215809085,bullish_activity,0.0,1.0,0.0,1.0,2026-04-24,1,2,1,0.0,0.0,1.0,1.0,complete_evidence_by_symbol_date_direction,CVX
0.019383402624048363,0.007720965390637602,0.002321688893688334,0.029264078613465694,,,,,-0.10526315789473695,-0.8789473684210527,-0.149122807017544,-0.6491228070175439,0.07882943685546133,0.07882943685546133,0.025376599535662313,0.05647643215809085,bullish_activity_or_put_selling,,,,,2026-04-24,1,1,1,0.0,0.0,0.0,0.0,complete_evidence_by_symbol_date_direction,CVX
0.019383402624048363,0.007720965390637602,0.002321688893688334,0.029264078613465694,,,,,-0.3997706997241232,-0.7632725448747806,-0.051706017937969626,-0.18206680759079463,0.07882943685546133,0.07882943685546133,0.025376599535662313,0.05647643215809085,mixed_or_conflicting_activity,,,,,2026-04-24,1,13,1,0.0,0.0,0.46153846153846156,0.46153846153846156,complete_evidence_by_symbol_date_direction,CVX
,,0.008655510675129818,0.04726433405025432,,,-0.008655510675129818,0.04726433405025432,,,-0.19753086419753085,1.2716049382716048,,,0.030100194093269684,0.07438493416566126,bearish_activity,,,0.0,1.0,2026-05-01,1,5,1,,,0.0,1.0,complete_evidence_by_symbol_date_direction,CVX
,,0.008655510675129818,0.04726433405025432,,,,,,,0.0980392156862746,-0.8941176470588235,,,0.030100194093269684,0.07438493416566126,bearish_activity_or_call_selling,,,,,2026-05-01,1,2,1,,,1.0,0.0,complete_evidence_by_symbol_date_direction,CVX
,,0.008655510675129818,0.04726433405025432,,,0.008655510675129818,-0.04726433405025432,,,0.0980392156862746,-0.8941176470588235,,,0.030100194093269684,0.07438493416566126,bullish_activity,,,1.0,0.0,2026-05-01,1,4,1,,,1.0,0.0,complete_evidence_by_symbol_date_direction,CVX
,,0.008655510675129818,0.04726433405025432,,,,,,,-0.19753086419753085,1.2716049382716048,,,0.030100194093269684,0.07438493416566126,bullish_activity_or_put_selling,,,,,2026-05-01,1,1,1,,,0.0,1.0,complete_evidence_by_symbol_date_direction,CVX
,,0.008655510675129818,0.04726433405025432,,,,,,,-0.049745824255628124,0.18874364560639068,,,0.030100194093269684,0.07438493416566126,mixed_or_conflicting_activity,,,,,2026-05-01,1,10,1,,,0.5,0.5,complete_evidence_by_symbol_date_direction,CVX
0.007025685648909041,0.012955622159915081,0.02159270359985821,0.006477811079957596,-0.007025685648909041,0.012955622159915081,-0.02159270359985821,0.006477811079957596,-0.37246376811594206,-0.07971014492753636,-0.2797101449275363,0.08695652173913038,0.04403944696896458,0.04542524734925401,0.02178607109478227,0.03978536208063433,bearish_activity,0.0,1.0,0.0,1.0,2026-04-17,1,5,1,0.0,0.0,0.0,1.0,complete_evidence_by_symbol_date_direction,JPM
0.007025685648909041,0.012955622159915081,0.02159270359985821,0.006477811079957596,,,,,-0.010588235294117676,-0.6411764705882352,0.49411764705882355,-0.23529411764705888,0.04403944696896458,0.04542524734925401,0.02178607109478227,0.03978536208063433,bearish_activity_or_call_selling,,,,,2026-04-17,1,1,1,0.0,0.0,1.0,0.0,complete_evidence_by_symbol_date_direction,JPM
0.007025685648909041,0.012955622159915081,0.02159270359985821,0.006477811079957596,0.007025685648909041,-0.012955622159915081,0.02159270359985821,-0.006477811079957596,-0.010588235294117676,-0.6411764705882352,0.49411764705882355,-0.23529411764705888,0.04403944696896458,0.04542524734925401,0.02178607109478227,0.03978536208063433,bullish_activity,1.0,0.0,1.0,0.0,2026-04-17,1,3,1,0.0,0.0,1.0,0.0,complete_evidence_by_symbol_date_direction,JPM
0.007025685648909041,0.012955622159915081,0.02159270359985821,0.006477811079957596,,,,,-0.37246376811594206,-0.07971014492753636,-0.2797101449275363,0.08695652173913038,0.04403944696896458,0.04542524734925401,0.02178607109478227,0.03978536208063433,bullish_activity_or_put_selling,,,,,2026-04-17,1,1,1,0.0,0.0,0.0,1.0,complete_evidence_by_symbol_date_direction,JPM
0.007025685648909041,0.012955622159915081,0.02159270359985821,0.006477811079957596,,,,,-0.17760771198111355,-0.38203816643714344,0.13696635844973437,-0.08656305331497152,0.04403944696896457,0.04542524734925401,0.02178607109478227,0.03978536208063433,mixed_or_conflicting_activity,,,,,2026-04-17,1,13,1,0.0,0.0,0.5384615384615384,0.46153846153846156,complete_evidence_by_symbol_date_direction,JPM
0.020046710782405497,0.02715064227325792,0.01086674451797065,0.013591540158297777,0.020046710782405497,0.02715064227325792,-0.01086674451797065,-0.013591540158297777,0.2293333333333334,0.3426666666666667,-0.2506666666666667,-0.42266666666666663,0.051252108472816964,0.06730893992474375,0.018489684702218727,0.030848579213701804,bearish_activity,1.0,1.0,0.0,0.0,2026-04-24,1,4,1,1.0,1.0,0.0,0.0,complete_evidence_by_symbol_date_direction,JPM
0.020046710782405497,0.02715064227325792,0.01086674451797065,0.013591540158297777,,,,,-0.7953846153846154,-0.9907692307692308,0.2615384615384615,0.29384615384615387,0.05125210847281696,0.06730893992474375,0.018489684702218727,0.030848579213701804,bearish_activity_or_call_selling,,,,,2026-04-24,1,5,1,0.0,0.0,1.0,1.0,complete_evidence_by_symbol_date_direction,JPM
0.020046710782405497,0.02715064227325792,0.01086674451797065,0.013591540158297777,-0.020046710782405497,-0.02715064227325792,0.01086674451797065,0.013591540158297777,-0.7953846153846154,-0.9907692307692307,0.2615384615384615,0.29384615384615387,0.051252108472816964,0.06730893992474375,0.018489684702218727,0.030848579213701804,bullish_activity,0.0,0.0,1.0,1.0,2026-04-24,1,1,1,0.0,0.0,1.0,1.0,complete_evidence_by_symbol_date_direction,JPM
0.020046710782405497,0.02715064227325792,0.01086674451797065,0.013591540158297777,,,,,-0.19763247863247857,-0.2129316239316239,-0.037247863247863285,-0.12411965811965808,0.051252108472816964,0.06730893992474375,0.018489684702218727,0.030848579213701804,mixed_or_conflicting_activity,,,,,2026-04-24,1,12,1,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.4166666666666667,complete_evidence_by_symbol_date_direction,JPM
,,0.015425480846161355,0.03318718596985315,,,0.015425480846161355,0.03318718596985315,,,0.5011547344110854,1.1293302540415704,,,0.013249271930105245,0.05056485422600573,bearish_activity,,,1.0,1.0,2026-05-01,1,3,1,,,1.0,1.0,complete_evidence_by_symbol_date_direction,JPM
,,0.015425480846161355,0.03318718596985315,,,,,,,-0.45303210463733656,-0.8418549346016647,,,0.013249271930105245,0.05056485422600573,bearish_activity_or_call_selling,,,,,2026-05-01,1,1,1,,,0.0,0.0,complete_evidence_by_symbol_date_direction,JPM
,,0.015425480846161355,0.03318718596985315,,,-0.015425480846161355,-0.03318718596985315,,,-0.45303210463733656,-0.8418549346016647,,,0.013249271930105245,0.05056485422600573,bullish_activity,,,0.0,0.0,2026-05-01,1,1,1,,,0.0,0.0,complete_evidence_by_symbol_date_direction,JPM
,,0.015425480846161355,0.03318718596985315,,,,,,,-0.0040030039086674145,0.0857616247598577,,,0.013249271930105245,0.05056485422600573,mixed_or_conflicting_activity,,,,,2026-05-01,1,17,1,,,0.47058823529411764,0.47058823529411764,complete_evidence_by_symbol_date_direction,JPM
0.03915730882495727,0.051702749641327816,0.007691228978566,0.0464602008564986,-0.03915730882495727,-0.051702749641327816,0.007691228978566,0.0464602008564986,-0.7524633018298813,-0.9245928011260809,-0.05590187009853198,0.3814598833701992,0.1444829185678997,0.15746523844967264,0.018489153533326846,0.0628555710171192,bearish_activity,0.0,0.0,1.0,1.0,2026-04-17,1,4,1,0.0,0.0,0.0,1.0,complete_evidence_by_symbol_date_direction,LLY
0.03915730882495727,0.051702749641327816,0.007691228978566,0.0464602008564986,,,,,0.025353376710792075,0.05452097823648194,-0.025129010545209773,-0.45120035898586497,0.1444829185678997,0.15746523844967264,0.018489153533326846,0.0628555710171192,bearish_activity_or_call_selling,,,,,2026-04-17,1,2,1,1.0,1.0,0.0,0.0,complete_evidence_by_symbol_date_direction,LLY
0.03915730882495727,0.051702749641327816,0.007691228978566,0.0464602008564986,,,,,-0.34067800142599536,-0.40623844734590053,-0.0396103562173614,-0.059360244935952426,0.1444829185678997,0.15746523844967264,0.018489153533326846,0.0628555710171192,mixed_or_conflicting_activity,,,,,2026-04-17,1,17,1,0.5294117647058824,0.5294117647058824,0.0,0.47058823529411764,complete_evidence_by_symbol_date_direction,LLY
0.0729557898547446,0.13885243676184444,0.017749671930856636,0.08978913072989725,,,,,0.6172506738544474,1.8930817610062896,-0.21316262353998205,0.9254267744833782,0.16513756278564642,0.19493076609801352,0.026203561247115294,0.15152269333454008,bearish_activity_or_call_selling,,,,,2026-04-24,1,4,1,1.0,1.0,0.0,1.0,complete_evidence_by_symbol_date_direction,LLY
